"","match_nb","Acinonyx_jubatus","Acinonyx_jubatus2","Acryllium_vulturinum","Aepyceros_melampus","Aepyceros_melampus2","Agalychnis_callidryas","Ailuropoda_melanoleuca","Ailurops_ursinus","Ailurus_fulgens","Alligator_mississippiensis","Amblyrhynchus_cristatus","Aonyx_cinereus","Aonyx_cinereus2","Aquila_chrysaetos","Ara_ararauna","Ara_chloropterus","Arctocephalus forsteri","Arctocephalus_forsteri2","Artibeus_planirostris","Asio_flammeus","Ateles_hybridus","Ateles_paniscus","Athene_noctua","Athene_noctua2","Athene_noctua3","Balaeniceps_rex","Bison_bonasus","Bison_bonasus2","Boa_constrictor","Bubo_bubo","Bubo_bubo2","Bubo_scandiacus","Bufonidae","Buprestidae","Buteo_galapagoensis","Cairina_moschata","Calliphora_vomitoria","Callithrix_argentata","Callithrix_penicillata","Calloselasma rhodostoma","Canis_lupus","Canis_lupus_familiaris","Canis_lupus_familiaris2","Carlito_syrichta","Centurio_senex","Cerdocyon_thous","Chelonoidis_porteri","Choloepus_didactylus","Choloepus_didactylus2","Choloepus_didactylus3","Chroicocephalus_scopulinus","Columba_livia","Conolophus_pallidus","Corvus","Corvus2","Crocodylus_porosus","Crocuta_crocuta","Crotalus_atrox","Crotalus2","Cryptoprocto _ferox","Cynictis_penicillata","Dasypus_novemcinctus","Daubentonia_madagascariensis","Dendroaspis_angusticeps","Desmodus_rotondus","Didelphis_virginiana","Equus_caballus","Eudyptes chrysolophus","Eudyptes_chrysocome","Eulemur _coronatus","Eulemur _coronatus2","Euphractus _sexcinctus","Evarcha_arcuata","Felis_catus","Felis_silvestris","Geronticus_eremita","Giraffa_camelopardalis_reticulata","Gorilla_Gorilla_Beringei","Gorilla_gorilla_gorilla","Gulo_gulo","Gulo_gulo2","Gymnogyps_californianus","Gypaetus_barbatus","Gypaetus_barbatus2","Gyps_rueppelli","Haematopus_ater","Harpia_Harpyja","Helarctos_malayanus","Hemicentetes_semispinosus","Heterocephalus_glaber","Hippopotamus_amphibius","Hyaena_hyaena","Hyles_euphorbiae","Hylobates_agilis","Hypsignathus_monstrosus","Iguana_iguana","Iguana_iguana2","Incilius_alvarius","Incilius_alvarius2","Intellagama_lesueurii","Laticauda_laticaudata","Laticauda_saintgironsi","Lemur_catta","Lemur_catta2","Leopardus_wiedii","Leptailurus_serval","Leptoptilos_crumenifer","Libellula_quadrimaculata","Litoria_infrafrenata","Loris_tardigradus","Loxodonta_africana","Lycaon_pictus","Lycaon_pictus2","Lynx_rufus","Lynx_rufus2","Macaca_fuscata","Macaca_silenus","Macronectes_halli","Macropus_rufogriseus","Malayopython_reticulatus","Malpolon_monspessulanus","Mandrillus_sphinx","Mandrillus_sphinx2","Miopithecus_ogouensis","Morelia_spilota","Mungos_mungo","Muscardinus_avellanarius","Mygale","Myocastor_coypus","Naja_naja","Nasua_narica","Nasua_nasua","Necrosyrtes_monachus","Neofelis_nebulosa","Nestor_meridionalis","Notechis_scutatus","Numida_meleagris","Nyctereutes_procyonoides","Odonata","Odonata2","Oryctolagus_cuniculus","Oryctolagus_cuniculus2","Otocolobus_manul","Pamphagidae","Pan_paniscus","Pan_paniscus2","Pan_paniscus3","Pan_paniscus4","Pan_troglodytes","Pan_troglodytes2","Panthera_leo","Panthera_leo2","Panthera_leo3","Panthera_onca","Panthera_onca_2","Panthera_onca3","Panthera_pardus","Panthera_pardus_3","Panthera_pardus2","Panthera_tigris2","Panthera_uncia","Papillon","Papio_hamadryas","Pardofelis_temminckii","Petroica_macrocephala","Phacochoerus_africanus","Phascolarctos_cinereus","Phascolarctos_cinereus2","Pholcus_phalangioides","Pithecia pithecia","Pithecia pithecia2","Plathyrrhinus_fusciventris","Podarcis_muralis","Pogona_vitticeps","Porphyrio_hochstetteri","Procyon_lotor","Propithecus_coquereli","Propithecus_verreauxi","Psittacus_erithacus","Pteropus_conspicillatus","Puma_concolor","Python_bivittatus","Python_regius","Rattus_norvegicus","Rhinopithecus_roxellana","Rhyticeros_cassidix","Romalea_microptera","Saiga_tatarica","Sarcophilus_harrisii","Spalax","Spheniscus_humboldti","Stephanoaetus_coronatus","Strophurus","Struthio_camelus","Sula_nebouxii","Sula_sula","Suricata_suricatta","Sus_scrofa","Tapirus_indicus","Taricha_torosa","Tauraco_leucotis","Testudo_hermanni","Thalassarche_cauta","Theropithecus_gelada","Thomisus_onustus","Tockus_flavirostris","Trichosurus_vulpecula","Ursus_arctos_horribilis","Ursus_maritimus","Ursus_thibetanus","Varecia_rubra","Varecia_variegata","Vespula_germanica","Vicugna_pacos","Vicugna_pacos2","Vicugna_vicugna","Vipera_ammodytes","Vipera_aspis","Vulpes_zerda","Zamenis_longissimus","Zoropsis_spinimana"
"11",18800,1625.9,1709.4,1593.4,1373.3,1262.6,1387.3,1253.4,1364.8,1201.8,1904,1710.6,1255.7,1157.3,1448,1257.6,1219.8,1500.3,1313.4,1552.1,1245.3,1482.3,1283.5,1240.7,1255.3,1407.5,1567.8,1765.5,1669,1791.9,1295.3,1304.8,1244.3,1581.4,1683.6,1574.3,1514.3,1530.7,1380.1,1461.1,1870.5,1516.9,1528.5,1181.2,1369.6,1769.3,1262.9,1258.7,1286.1,1194.4,1353.8,1310.8,1284.1,1757.3,1477.6,1461.2,2001.7,1753.4,1851,1807,1501.9,1489.7,1368,1607.9,1840.7,1656.5,1400.4,1264.6,1294.3,1384.2,1438.5,1364.8,1504.3,1830.1,1342.1,1159.1,1570.3,1302.7,1638.3,1626,1417.2,1521.3,1624.6,1488.6,1550.4,1529.9,1361.2,1451.2,1677.6,1535,1804,1647.8,1718.4,1597.5,1374.2,1654.9,1665.1,1530.5,1462.4,1442.9,1566.6,1806.5,1874.5,1233.9,1285.3,1434.6,1426.3,1497.2,1513.9,1342.7,1163.8,1485.3,1720.1,1601.9,1726.3,1577.1,1510.9,1463.1,1528.6,1305.1,1859.7,1748.3,1587.4,1614.1,1380.7,1783.6,1453.7,1229.6,1824.8,1254.7,1863,1487.3,1359.5,1576.1,1627.2,1324.9,1766.3,1469.6,1297.9,1590.8,1562.7,1041,849.7,1472.6,1471.5,1420,1448.3,1421.6,1379.3,1506.2,1338.3,1758.6,1668.4,1698.6,1749.9,1725.3,1699.5,1727.8,1746.2,1631.8,1720.5,1681.6,1575.9,1618.7,1516.4,1052.3,1778.3,947.8,951.2,1842.2,1496.7,1454,1605.6,1768.5,1554.9,1519.3,1328.8,1334.4,1219.3,1286.2,1409.2,1634.5,1895,1833.3,1329.1,1262.6,1425.4,1395.9,1490.7,1578.7,1570.3,1228.5,1459.4,1567.5,1499.2,1494,1412.6,1257.5,1549.7,1300.5,1562.9,1173.8,1132.5,1525.4,1666.4,1779.8,1523.3,1517.5,1700.4,1644,1705.2,1428,1409.3,1729.2,1287.1,1276.1,1155.9,1854.1,1904.1,1345.3,1768,1780.8
"12",20800,1631.2,1680.8,1589.1,1337.6,1214.1,1428,1252,1379.1,1177.7,1913.4,1770.7,1175.6,1171.1,1440.5,1198.7,1138.8,1441.2,1269.1,1556.9,1271.4,1525.9,1260.4,1235.2,1318.8,1426.9,1570.1,1736,1740,1777.4,1234,1370.3,1252.4,1557.5,1743.7,1505.1,1579.8,1490.1,1365.3,1436.9,1908.3,1626.1,1525.5,1165.6,1415.5,1707.7,1342.6,1239.5,1309.2,1191.3,1214,1295.4,1300.2,1747.2,1523.6,1361.3,1976.2,1781.7,1807.7,1860.5,1519.7,1519.2,1366.5,1653.9,1819.7,1653.5,1430.9,1246.7,1289.4,1343.1,1468.1,1323.2,1448.5,1842.8,1314.9,1209.7,1536.7,1307.3,1622.4,1658.7,1521.1,1499.8,1631.9,1485.6,1587.7,1538.8,1294.1,1388.7,1637.6,1586.3,1752.8,1693.7,1729.8,1699,1343.7,1634.1,1687.5,1531,1470.1,1440.3,1554.1,1832.6,1882.1,1284.8,1288.7,1532.7,1415,1515.6,1610.6,1323.4,1174.3,1381,1657,1644.7,1718.7,1655.9,1512.8,1426.1,1590.4,1330.1,1842.8,1677.5,1594.7,1582.3,1340,1808.3,1508.3,1221.1,1784.3,1227.1,1963.9,1430.2,1392.1,1524.6,1731.3,1381,1733.4,1474,1291.2,1504.5,1504.6,1096.9,920.7,1526.8,1523.1,1335.2,1411.8,1432.1,1396.3,1438,1324.4,1714,1697.9,1788.3,1775.7,1740.6,1779.7,1671.1,1808.2,1631.3,1740.7,1728.2,1541,1626.5,1573.9,1038.7,1771.7,999.4,1011.4,1888.3,1495.8,1485,1592.7,1698.1,1458.9,1535,1315,1331.4,1265,1256.2,1396,1650.8,1917.3,1787.2,1380.5,1265.5,1467.7,1452.7,1529.5,1537.9,1608.2,1227,1478.7,1501.5,1582.6,1418.9,1439.4,1232.9,1505.6,1307.8,1453.2,1155.6,1072.5,1506.5,1681.7,1768.6,1481.3,1425.7,1654.1,1597.1,1723.7,1396.3,1361.9,1727.7,1324.3,1269,1250.3,1839.7,1829.4,1294.1,1825,1771.4
"13",22800,1634.8,1692.9,1622.4,1295.9,1247.1,1420.1,1250.5,1324.7,1199.5,1850.1,1726.6,1157.4,1203.6,1451.2,1187.2,1167.5,1495.7,1317,1581.6,1218,1469.2,1222.1,1266.4,1302.1,1378.8,1513,1726,1676.7,1788,1326.7,1356.7,1281.1,1527.8,1706.7,1532.3,1494.1,1484.1,1322.5,1408.2,1850.2,1570.4,1578.2,1249.6,1416.6,1754.5,1279,1214.3,1284.5,1293.1,1279.2,1292.8,1268,1807.9,1455.5,1434.7,2013.1,1739.3,1834,1835.7,1532,1529.9,1442.9,1648.6,1821.3,1640.7,1433.1,1220.5,1240,1357,1477.1,1300.7,1456,1802.6,1377.2,1090.6,1531.5,1288.2,1659.1,1640.4,1495.6,1566,1620.2,1469.6,1527.3,1519.7,1309.6,1452,1706.2,1550.1,1810.9,1703.5,1770.7,1607,1323,1643,1654.9,1591.6,1482.5,1495.3,1585.3,1806.1,1819,1268.3,1276.8,1523,1391,1552.9,1502.5,1272,1192,1438.7,1749.8,1658.4,1680.5,1566.5,1520.6,1427.5,1500.2,1342.7,1809,1790.2,1586.1,1568.1,1332.7,1853.4,1482.1,1215.7,1816.6,1228.1,1917.1,1418.4,1318.9,1472.6,1648.7,1366.8,1832.8,1445.4,1301.4,1542.4,1498.5,1100,903,1505.9,1487.1,1397.5,1414.6,1452.6,1376.1,1512.2,1336,1679.2,1668.7,1799.1,1752.6,1711.2,1792,1713.3,1753.9,1636,1713.6,1703.2,1501.9,1546.9,1629.4,1043.1,1757.7,1003,1002.1,1898.1,1533.7,1480.9,1577,1657.2,1547.2,1515.3,1364.2,1248.2,1286.4,1220.3,1466.7,1690.5,1898.7,1788.4,1426.4,1236.1,1366.6,1413.3,1491.8,1591.3,1618,1182.3,1476.5,1536.4,1555.9,1463.9,1458.7,1315.9,1588,1340.9,1443.9,1127.8,1107.8,1422,1673.7,1793.6,1527.8,1463.5,1781.1,1679.2,1793.8,1433.5,1317.4,1743.1,1344.6,1249.8,1182.5,1832.2,1851.1,1354.9,1815.5,1850.7
"14",24800,1590,1686.6,1685.2,1341.6,1255,1482.7,1388.7,1360.6,1258.5,1917.1,1690.7,1205.3,1197.8,1456.1,1191.3,1102.8,1483.1,1412.5,1528.9,1201.2,1444.8,1203.1,1246.2,1301.4,1467.6,1502.8,1759.9,1560.8,1813.2,1259.3,1325.4,1240.2,1580.7,1714.4,1568.5,1469.9,1560.5,1356.9,1437.4,1826.3,1608.6,1491.2,1221.5,1355.5,1744,1318.4,1262.4,1374,1213.6,1270,1288.4,1245.4,1779.1,1479.1,1400.5,1958.6,1791.4,1828.3,1856.5,1519.3,1486.5,1313.8,1633.8,1762.7,1617.6,1490.2,1262.7,1239,1269.3,1410.1,1345.4,1479.8,1758.2,1348.3,1146.5,1577.5,1286.3,1641.1,1582.6,1483.9,1602.4,1614.5,1497.6,1555.6,1600.6,1311.5,1443.8,1723.6,1514.1,1776.5,1671.4,1769.4,1644.8,1379.6,1632.5,1658.6,1536.2,1531.2,1468.5,1622.7,1792.7,1848,1242,1243.6,1509.9,1490.9,1578.1,1607.1,1232.8,1219.1,1502.8,1639.7,1637.5,1665.2,1618.3,1490.6,1502.8,1551.3,1335.4,1828.2,1757.7,1597.2,1602.8,1286.2,1810.2,1461.1,1191.2,1754.2,1284.4,1857.7,1390.3,1321.2,1468.6,1610.2,1387,1789.7,1541.3,1356.9,1590.7,1493.8,1144.6,882,1475.8,1424.4,1431.4,1415.9,1451.9,1398.4,1501.7,1298.5,1769.4,1670.2,1784.8,1764.6,1701.3,1797.7,1757,1816.9,1592.9,1714.7,1746,1505,1552.3,1618.8,1022.5,1696.1,1073.6,1051.8,1920,1546.4,1493.2,1610,1711.2,1523.1,1533,1343.6,1257.3,1240.8,1312.3,1386.4,1674.8,1839.3,1771.7,1388.8,1274.4,1346.7,1457.1,1487.7,1539.1,1529.4,1192.2,1503.5,1501.1,1552,1446.9,1410.8,1281.4,1529.4,1336.1,1500.5,1130.1,1121.3,1444.8,1657.3,1796.9,1566,1518.7,1731.2,1693.4,1674.7,1386.7,1404.3,1713,1286.9,1228.9,1242.2,1831.8,1862.6,1350.8,1692.6,1805.8
"15",26800,1567,1702.1,1601.7,1351.5,1182.9,1411.6,1272.5,1323.2,1171.3,1924,1739.1,1217.8,1137,1479.4,1196,1159.7,1548.7,1354.3,1560.8,1238.6,1475.7,1271.8,1243.3,1380.8,1326.8,1595,1765.3,1685.5,1849.8,1240.2,1358.2,1267.2,1605.1,1716.8,1539.9,1435.2,1587.6,1325,1426,1821.8,1566.1,1530.2,1191.3,1407.3,1682.1,1322.1,1253.1,1331.5,1185.6,1284.1,1276,1280.2,1758.5,1457.5,1464.1,1985,1832.7,1850.7,1854.2,1497,1525.9,1420.9,1650,1806.1,1597,1484.3,1180.3,1236.5,1343.1,1414.9,1343.1,1428.3,1797.8,1430.2,1158.2,1589.6,1265.4,1619.3,1634.2,1502.9,1555.7,1583,1420.9,1501.4,1506.9,1358.3,1472.6,1641.3,1499.8,1731.9,1696.4,1772.1,1597.4,1318,1634.8,1669.3,1580.2,1494.5,1500.7,1611.5,1804.1,1866,1353.6,1259.4,1439.7,1496.2,1515.7,1535.9,1265.1,1261.8,1495.1,1702.5,1609.4,1710.8,1644.6,1463.3,1513.7,1536.1,1346.6,1842.8,1728.5,1670.2,1539,1367.6,1743.7,1499.9,1220.6,1786.4,1288.5,1905.1,1450.1,1387.9,1467.3,1742.2,1364.2,1804.4,1484.1,1318.6,1538.4,1487.6,1071.2,867.2,1472.1,1495.3,1389.7,1393.9,1355,1340.7,1502,1322.9,1724.5,1618.7,1742.7,1697,1786,1782.4,1703.2,1770,1656.6,1704.9,1715.2,1530.3,1531.3,1600.9,1016,1791.1,1004.1,979.2,1921.9,1532.7,1475.4,1556.1,1684.4,1477.8,1528.5,1332.8,1261.9,1285.5,1277.8,1377.6,1629.8,1865.3,1772.8,1401.9,1286,1401.3,1472.5,1531.9,1613.6,1606.7,1135.7,1517.2,1522.3,1573.4,1504.1,1407,1330.5,1619.3,1324.9,1455.6,1150.8,1115.1,1497,1683.1,1772.7,1490.8,1483,1756,1563.6,1708.9,1427.9,1373.2,1707.9,1289.2,1287.5,1220.5,1895.5,1816.6,1359.2,1779.6,1776.7
"16",28800,1599.8,1696.3,1556.7,1311.6,1218.6,1371.3,1322,1338.7,1201.1,1925.1,1730.2,1272.1,1203.2,1472.8,1164.2,1134.5,1476.3,1334.7,1601.5,1241.3,1486.5,1225.9,1247,1361,1360,1597.5,1756,1671.2,1831.2,1224.3,1269.2,1232.7,1576.4,1753.3,1560.3,1448.2,1520,1387.2,1426.1,1868,1587.8,1512.1,1203,1396,1706.4,1407.4,1235.6,1377.4,1258.3,1243,1313.8,1260.4,1772.5,1497.5,1421,2001.7,1748.3,1869.3,1847.7,1508.3,1444.9,1428.4,1675.6,1806.8,1686.6,1462.2,1251.8,1248.1,1360.6,1440.1,1266.3,1496.5,1840.4,1369.2,1117.9,1602,1200.2,1640.7,1678.4,1449.8,1567.1,1620.6,1458.1,1518,1513,1325.3,1428.3,1758,1577.2,1794.2,1717.7,1733,1577.3,1373.6,1638.2,1693.6,1560.6,1498.8,1526.4,1594.7,1838.6,1820.6,1288.7,1323.9,1489.3,1374.5,1552.9,1539.3,1274.4,1216.5,1425.6,1643,1615.6,1684.3,1602,1492.8,1466,1575.7,1221.5,1902.6,1785.5,1634.4,1605.9,1391.3,1805.2,1473.8,1272.1,1759.7,1254.1,1954.6,1426.6,1363.4,1523.4,1635.1,1294.1,1780.9,1533.2,1357.4,1572.4,1545.1,1057.2,882.6,1471.1,1521.9,1423.8,1423.6,1363.8,1274.6,1530.2,1326.4,1686,1613.7,1695.4,1731.5,1651.4,1735,1765.7,1744.6,1617.7,1750.7,1671.7,1562.9,1536.1,1503.8,1067.9,1819.5,1039.7,988.6,1883.5,1535.7,1474.9,1564.2,1695.4,1509.5,1499.1,1326.2,1245.8,1234.7,1305.2,1329.7,1624.6,1866.2,1763.6,1325.7,1276.8,1395.2,1503.6,1487.3,1621.8,1553.5,1177.8,1550.5,1544.2,1521.1,1480.8,1431.5,1277.3,1560.2,1345.2,1397,1158.9,1181.2,1444.2,1732,1706.3,1549.9,1473.1,1753.8,1633.7,1745.6,1409.4,1411.6,1687.9,1313.9,1263.4,1200.7,1898.5,1866.6,1301.8,1771.5,1833.4
"17",30800,1626.1,1737.5,1570.1,1329,1184.3,1438.7,1311.3,1334.9,1166.3,1909.7,1723,1246.2,1226.3,1491.6,1192,1260.9,1492.6,1335.9,1530.6,1276.4,1515.3,1230.1,1274.1,1298.4,1339.6,1572.6,1747.1,1669.5,1846,1282.8,1320.9,1314.4,1590.2,1686.5,1575.8,1437.4,1600.3,1378.3,1452.2,1871.9,1550.3,1553.8,1243.4,1386.7,1644.9,1344.5,1243.7,1353.9,1264,1328.8,1313.8,1253.4,1734.2,1458.4,1380,1991.7,1794.7,1909.6,1821.8,1503.8,1478.4,1437.1,1616.6,1793.1,1618.6,1437.6,1215.8,1255.9,1284.6,1381.1,1320.5,1482,1843.9,1423,1132.2,1520.1,1229.1,1645.4,1616.8,1483.5,1529,1591.4,1463.4,1538.4,1603.9,1291.5,1452.8,1674.7,1579.2,1748.2,1679.9,1794.6,1651.2,1338.1,1663.5,1645.6,1598.1,1454.7,1503.2,1628.5,1870.1,1800.8,1250.5,1349.9,1437.5,1481,1526.5,1462.4,1214.2,1233.4,1465,1631.5,1667.1,1587.7,1549.8,1516.3,1438.6,1557,1281.4,1835,1769.8,1553.3,1600.1,1398.1,1871.6,1515.5,1217.1,1851.9,1259.6,1881,1478.3,1296.9,1511.8,1596.5,1359.2,1800.7,1565.7,1370.5,1550.7,1533.8,1104.7,884.4,1500.6,1474.8,1368.3,1418,1391.1,1336.7,1518.6,1371.5,1754.9,1735.7,1725.6,1711.5,1694.7,1719.5,1767.3,1775.9,1648.8,1620.5,1662.9,1553.8,1578.2,1545.6,1007.1,1778.2,1027.4,1080.7,1897.9,1501.7,1478.3,1531.5,1644.7,1436,1576.1,1301,1231.1,1349.7,1266.4,1354.6,1700.6,1829.9,1790.4,1361.9,1272.4,1439.6,1445.8,1448.8,1581.2,1485,1177.6,1483.3,1576.9,1486.3,1503.7,1432.3,1273.6,1549.4,1349.2,1487.8,1164.9,1176.8,1410.6,1825.2,1684.3,1534,1471.9,1699.8,1657.2,1736,1423.8,1382.1,1717.1,1254.9,1316.7,1269.3,1862.8,1857.1,1234.4,1784.8,1789.4
"18",32800,1666.6,1695.4,1538.1,1379.9,1237.7,1408.8,1367.3,1346.3,1210.6,1925.1,1741.4,1225.2,1221.3,1487.2,1242.5,1187.9,1436.2,1317.9,1556.2,1316.4,1540.8,1315.4,1245.3,1314.5,1305,1556.9,1783.8,1707.9,1756.2,1239.8,1299.3,1318.7,1573.3,1674.7,1582.3,1481.8,1605.8,1361.3,1436.3,1844,1595.5,1509.4,1214.9,1427.3,1738.3,1365.9,1249.5,1353.4,1219.6,1307.5,1288.3,1250.6,1734.6,1455.6,1392.9,2031.2,1808.7,1782.3,1847.2,1510.6,1474.5,1360.1,1596.1,1829,1587,1439.1,1166.5,1264.1,1280.1,1394.6,1359.6,1449.5,1799.5,1332,1105.6,1571.6,1208.9,1666.8,1670.7,1502.6,1580.2,1607.2,1522.9,1519.1,1601.4,1319.6,1472,1663.9,1509.7,1760.5,1640.2,1715.4,1567.6,1341.4,1680.3,1684.3,1644.9,1527.1,1524.9,1608.3,1844.6,1862.6,1324.5,1303,1502.2,1524.6,1506.9,1513.3,1260.4,1246.6,1458.4,1683,1646.6,1684,1626.2,1536.5,1429.4,1555.4,1324,1869.4,1778.6,1653,1578.5,1346.5,1797.2,1486,1221.2,1731.1,1223.5,1913.9,1475,1353.7,1445.2,1670.4,1364.8,1751.3,1467.7,1359.8,1543.7,1560.1,1033.9,833.6,1465.3,1532,1418,1393.9,1395.3,1310.7,1470.6,1348.9,1708.7,1673.7,1725.7,1700.8,1664.5,1753.1,1726.5,1779.4,1626.4,1681.6,1768.5,1489.2,1618.9,1595.1,998,1767.9,1083,1040.1,1846.4,1490.7,1542.4,1541.1,1712.2,1455.9,1512,1304,1276.6,1258.6,1286.7,1376.9,1643.1,1875.9,1785.2,1406.8,1294.8,1400.7,1447.1,1447,1557.9,1562.8,1147.3,1470.1,1537.6,1526.3,1415.6,1383.6,1294.3,1548.4,1286.6,1437.7,1155.9,1157.1,1509.3,1757.8,1739.1,1594,1428.1,1695.1,1671.5,1733.1,1417,1422,1680.6,1278.9,1244.7,1206.3,1835.4,1867.5,1322.5,1767,1835.5
"19",34800,1621,1732.6,1593.7,1323.9,1249.9,1382.3,1334.5,1284.3,1184.8,1892.5,1753.6,1217.8,1276,1500.1,1229.1,1208,1426.9,1324.6,1578.1,1276.3,1536.8,1274.8,1281.4,1302.4,1337.7,1544,1773,1711,1830.5,1237,1319.2,1261.1,1475.6,1651.2,1561,1425.7,1564.3,1409,1378.4,1849.4,1568.1,1520.1,1231.3,1354.8,1714,1341.7,1314.8,1320.6,1224,1275.7,1380.2,1213.4,1715.1,1499.6,1430.8,1994.3,1797.1,1818.5,1817,1471.8,1561,1342.9,1600.4,1815.6,1644.2,1464.8,1242.6,1272.7,1366.2,1401.4,1365,1389.9,1769.2,1429.8,1101.7,1576.4,1279.4,1672.7,1604.1,1529.4,1519.7,1600.9,1474,1514.6,1553.1,1292.3,1403.3,1685.5,1479.5,1721.5,1750.6,1764.3,1555.8,1368.6,1662.8,1674.8,1587,1532.7,1509.5,1548.8,1820.3,1834.3,1262.3,1306.9,1477.9,1447.2,1554.6,1562.7,1295.7,1192.1,1515.3,1645,1602.4,1703.4,1620.6,1514.9,1405.7,1584.3,1273.7,1886.7,1738.3,1609.5,1623.9,1416,1845.6,1433,1262.7,1785.7,1274.1,1887.6,1453.3,1380.2,1482,1622,1333.3,1757.1,1519.6,1325.9,1515,1530.6,1113.6,916.2,1499.3,1450.5,1419.7,1481.1,1501.2,1364.5,1515.7,1363.4,1771.8,1658.8,1708.5,1708.7,1726.2,1803,1729.5,1704.3,1685.1,1724.2,1706.6,1521.9,1589.4,1595,954,1757.1,1075,1031.4,1858,1503.4,1532.9,1491.7,1613.5,1428.2,1518,1284.5,1239.4,1292.8,1235,1374.3,1689.9,1843,1801.2,1314.1,1326.2,1410.2,1432.7,1493.1,1593.1,1567.2,1173.7,1452.7,1575.6,1540,1464.6,1492,1312.3,1571.5,1319.3,1521.3,1164.2,1100.2,1469.7,1730.6,1664.6,1534.5,1512.9,1766.1,1636.3,1770.3,1353.5,1331.2,1740.1,1310.8,1323.4,1189.8,1889.5,1861.2,1273.5,1726.8,1763.2
"20",36800,1661.2,1682.7,1530.7,1321.5,1253.2,1425.3,1359.1,1312.8,1176.9,1910.6,1729.4,1165.8,1193,1451.1,1178.8,1263.1,1425.3,1358.6,1578.7,1304.3,1553.4,1252.7,1260.1,1245.5,1292.6,1522.4,1771.4,1765.1,1809.6,1285.8,1395.5,1237.3,1551.4,1693.1,1606,1487.5,1549.1,1400.7,1415.6,1827.4,1573.8,1501.5,1229.9,1433.1,1759.1,1413.4,1207.7,1261.8,1273.5,1267.4,1314.4,1272.1,1723.6,1482.4,1407.7,1976.9,1738.8,1858.7,1859,1501.2,1497.6,1322.2,1539.7,1790.4,1668,1357,1272.2,1310.7,1278,1358.3,1302.2,1431.2,1789.3,1371,1193,1538.1,1266.4,1595.1,1650.1,1505.7,1595.7,1682.6,1467.3,1528.2,1623.8,1238.6,1455.2,1674.6,1574.9,1706.7,1709.8,1761.5,1511.1,1424.7,1653.4,1678.9,1594.4,1521.4,1496.2,1493.6,1842.5,1851,1285.6,1234.9,1462.6,1496.3,1573.6,1603,1307.6,1203.7,1536.1,1632.1,1710.7,1683.8,1575.4,1501.7,1455.3,1529.4,1298.6,1863.5,1784.8,1674.3,1643.4,1408.5,1738.6,1509.2,1162.8,1787.8,1258.2,1922.3,1429.5,1345.3,1492.2,1628.4,1361.2,1847.8,1436.9,1342,1544,1523.3,1051.9,879.3,1451,1464.5,1464.9,1437.3,1465.2,1366.3,1469.5,1321.7,1724.3,1701.5,1758.1,1712,1748,1780.1,1743.3,1751.6,1648.2,1668.3,1691.3,1559.3,1585.2,1574.8,918.5,1733.3,1005.7,1046.6,1876.5,1513,1537.1,1619.4,1606.1,1459.8,1488.3,1334.7,1252.7,1251.2,1252.7,1417.8,1660.3,1790.1,1785.8,1393.7,1324.2,1464.2,1426.4,1533.1,1574.2,1634.9,1206.9,1500.9,1606.4,1579.6,1464.1,1387.2,1304,1533.1,1374.8,1466.4,1178.1,1120.2,1444.2,1630.5,1707.1,1483.5,1469.2,1732.8,1620.7,1718.1,1321.6,1340.3,1708,1325.2,1353.1,1225.5,1877.7,1882.3,1312.7,1722.5,1808.4
