"","match_nb","Acinonyx_jubatus","Acinonyx_jubatus2","Acryllium_vulturinum","Aepyceros_melampus","Aepyceros_melampus2","Agalychnis_callidryas","Ailuropoda_melanoleuca","Ailurops_ursinus","Ailurus_fulgens","Alligator_mississippiensis","Amblyrhynchus_cristatus","Aonyx_cinereus","Aonyx_cinereus2","Aquila_chrysaetos","Ara_ararauna","Ara_chloropterus","Arctocephalus forsteri","Arctocephalus_forsteri2","Artibeus_planirostris","Asio_flammeus","Ateles_hybridus","Ateles_paniscus","Athene_noctua","Athene_noctua2","Athene_noctua3","Balaeniceps_rex","Bison_bonasus","Bison_bonasus2","Boa_constrictor","Bubo_bubo","Bubo_bubo2","Bubo_scandiacus","Bufonidae","Buprestidae","Buteo_galapagoensis","Cairina_moschata","Calliphora_vomitoria","Callithrix_argentata","Callithrix_penicillata","Calloselasma rhodostoma","Canis_lupus","Canis_lupus_familiaris","Canis_lupus_familiaris2","Carlito_syrichta","Centurio_senex","Cerdocyon_thous","Chelonoidis_porteri","Choloepus_didactylus","Choloepus_didactylus2","Choloepus_didactylus3","Chroicocephalus_scopulinus","Columba_livia","Conolophus_pallidus","Corvus","Corvus2","Crocodylus_porosus","Crocuta_crocuta","Crotalus_atrox","Crotalus2","Cryptoprocto _ferox","Cynictis_penicillata","Dasypus_novemcinctus","Daubentonia_madagascariensis","Dendroaspis_angusticeps","Desmodus_rotondus","Didelphis_virginiana","Equus_caballus","Eudyptes chrysolophus","Eudyptes_chrysocome","Eulemur _coronatus","Eulemur _coronatus2","Euphractus _sexcinctus","Evarcha_arcuata","Felis_catus","Felis_silvestris","Geronticus_eremita","Giraffa_camelopardalis_reticulata","Gorilla_Gorilla_Beringei","Gorilla_gorilla_gorilla","Gulo_gulo","Gulo_gulo2","Gymnogyps_californianus","Gypaetus_barbatus","Gypaetus_barbatus2","Gyps_rueppelli","Haematopus_ater","Harpia_Harpyja","Helarctos_malayanus","Hemicentetes_semispinosus","Heterocephalus_glaber","Hippopotamus_amphibius","Hyaena_hyaena","Hyles_euphorbiae","Hylobates_agilis","Hypsignathus_monstrosus","Iguana_iguana","Iguana_iguana2","Incilius_alvarius","Incilius_alvarius2","Intellagama_lesueurii","Laticauda_laticaudata","Laticauda_saintgironsi","Lemur_catta","Lemur_catta2","Leopardus_wiedii","Leptailurus_serval","Leptoptilos_crumenifer","Libellula_quadrimaculata","Litoria_infrafrenata","Loris_tardigradus","Loxodonta_africana","Lycaon_pictus","Lycaon_pictus2","Lynx_rufus","Lynx_rufus2","Macaca_fuscata","Macaca_silenus","Macronectes_halli","Macropus_rufogriseus","Malayopython_reticulatus","Malpolon_monspessulanus","Mandrillus_sphinx","Mandrillus_sphinx2","Miopithecus_ogouensis","Morelia_spilota","Mungos_mungo","Muscardinus_avellanarius","Mygale","Myocastor_coypus","Naja_naja","Nasua_narica","Nasua_nasua","Necrosyrtes_monachus","Neofelis_nebulosa","Nestor_meridionalis","Notechis_scutatus","Numida_meleagris","Nyctereutes_procyonoides","Odonata","Odonata2","Oryctolagus_cuniculus","Oryctolagus_cuniculus2","Otocolobus_manul","Pamphagidae","Pan_paniscus","Pan_paniscus2","Pan_paniscus3","Pan_paniscus4","Pan_troglodytes","Pan_troglodytes2","Panthera_leo","Panthera_leo2","Panthera_leo3","Panthera_onca","Panthera_onca_2","Panthera_onca3","Panthera_pardus","Panthera_pardus_3","Panthera_pardus2","Panthera_tigris2","Panthera_uncia","Papillon","Papio_hamadryas","Pardofelis_temminckii","Petroica_macrocephala","Phacochoerus_africanus","Phascolarctos_cinereus","Phascolarctos_cinereus2","Pholcus_phalangioides","Pithecia pithecia","Pithecia pithecia2","Plathyrrhinus_fusciventris","Podarcis_muralis","Pogona_vitticeps","Porphyrio_hochstetteri","Procyon_lotor","Propithecus_coquereli","Propithecus_verreauxi","Psittacus_erithacus","Pteropus_conspicillatus","Puma_concolor","Python_bivittatus","Python_regius","Rattus_norvegicus","Rhinopithecus_roxellana","Rhyticeros_cassidix","Romalea_microptera","Saiga_tatarica","Sarcophilus_harrisii","Spalax","Spheniscus_humboldti","Stephanoaetus_coronatus","Strophurus","Struthio_camelus","Sula_nebouxii","Sula_sula","Suricata_suricatta","Sus_scrofa","Tapirus_indicus","Taricha_torosa","Tauraco_leucotis","Testudo_hermanni","Thalassarche_cauta","Theropithecus_gelada","Thomisus_onustus","Tockus_flavirostris","Trichosurus_vulpecula","Ursus_arctos_horribilis","Ursus_maritimus","Ursus_thibetanus","Varecia_rubra","Varecia_variegata","Vespula_germanica","Vicugna_pacos","Vicugna_pacos2","Vicugna_vicugna","Vipera_ammodytes","Vipera_aspis","Vulpes_zerda","Zamenis_longissimus","Zoropsis_spinimana"
"66",128800,1545,1655.6,1560.2,1256.7,1153.1,1411.3,1324.6,1333.7,1138.6,1916.8,1675,1179.3,1265.6,1474.5,1224.4,1258.1,1508.2,1358,1521.7,1235.1,1589.2,1338.7,1296,1287,1351.6,1551.1,1837.1,1623.3,1823.8,1260.9,1318.9,1292.4,1524.5,1723.8,1464.9,1512.1,1533.3,1405.7,1360.5,1873.3,1563.6,1559.9,1308,1410.7,1736.1,1367.2,1206.1,1329.7,1266,1213.9,1317.5,1253.4,1663.8,1432.6,1383.2,1894.9,1739.9,1840.8,1853.1,1526.5,1369.8,1364.1,1580,1818.5,1582.9,1409.6,1176.5,1214.8,1319.4,1415.1,1325.8,1374.5,1714.3,1427.7,1136.6,1571.1,1206,1615.8,1681.8,1490.1,1578.9,1700.4,1498.5,1549,1609.4,1376.1,1521.3,1660.7,1475.2,1631.6,1774.4,1760.9,1550.1,1346.7,1659.2,1615.7,1554.2,1441.4,1410.4,1584.1,1849.8,1853.6,1230.9,1260.2,1484.9,1447.6,1592.9,1610.8,1298.9,1184.4,1488.2,1665.8,1754,1653.9,1558.4,1429.4,1572.8,1537.4,1366.5,1815.2,1790.6,1576.2,1653.3,1427.4,1838,1489.8,1237.2,1806.3,1264.4,1824.4,1461.2,1330.1,1522.4,1586.6,1347.7,1779.1,1445.7,1306.2,1554.5,1589.4,1100.8,873.6,1488.9,1465.1,1394.3,1483.8,1366.9,1344.3,1487.3,1387.1,1719.1,1734.5,1707.8,1723.7,1735.9,1762.7,1808.5,1704,1719.2,1724.3,1648.9,1588.9,1580.1,1565.2,959,1757.8,1095.1,1086,1814.7,1458.6,1484.6,1527.4,1684.9,1525,1445.7,1278.2,1334.5,1297.3,1282.2,1349.6,1676.6,1832,1800.8,1322.9,1382.9,1439.6,1466.5,1479.1,1601.2,1618.6,1221.2,1493.9,1547.4,1587.3,1429.7,1508.1,1306.6,1613.2,1329.3,1414.2,1206.2,1167.6,1518,1723.8,1734.5,1485.5,1473.5,1785,1676.2,1666.1,1464.8,1363.3,1656,1336.7,1325.9,1248.1,1954,1836.4,1317,1785.9,1799.7
"67",130800,1620.8,1631.5,1596.2,1277.7,1184.1,1360.4,1355.5,1376.4,1205.2,1942.2,1677.5,1218.8,1213,1503.3,1169.8,1230,1503.6,1348.4,1525.6,1292.9,1492.2,1265.3,1309.5,1272.2,1394.3,1551.6,1807.1,1696.7,1803.8,1289.4,1322.3,1272.4,1481.1,1683.6,1523.9,1471.4,1571.5,1409.4,1384.4,1915.8,1563.1,1520.5,1339.8,1360.3,1724.2,1340.3,1255,1282.4,1235.3,1298.3,1305.6,1203.6,1729.4,1565.6,1433.6,1976.1,1699.9,1820.8,1881.5,1573.9,1444,1313.7,1563.2,1808.5,1613.6,1426.4,1206.4,1243.3,1367.8,1378.4,1332.6,1408.1,1701,1406.6,1205,1517.9,1260.8,1628.9,1679.3,1575.3,1616.2,1662.2,1493.7,1478.2,1515.8,1287.6,1429.3,1663.9,1452.4,1667.2,1726.4,1737.8,1572.4,1386.6,1640.4,1581.9,1570.7,1446.9,1504.6,1611.7,1814.1,1832,1245.7,1327.5,1416.2,1434,1550.8,1552.8,1288.4,1248.2,1545.7,1711.2,1683.3,1670.8,1562.4,1548.7,1525.8,1569.8,1389,1800.7,1810.6,1643.8,1598.3,1401.2,1816.4,1431.7,1153.4,1813.2,1307.9,1917.6,1467.1,1410.4,1535,1615.8,1348.2,1830,1468.1,1346.8,1503.6,1517.3,1116.1,871.5,1513.4,1381.9,1378.3,1439.3,1421.1,1400.1,1530.2,1378,1659.1,1700.1,1671.6,1759.7,1666.6,1820,1761.4,1714.3,1674,1720.5,1694.8,1480,1600.3,1579.2,994,1773.5,1035.7,1050.3,1771.9,1499.7,1554,1557.3,1634.6,1515.5,1470.3,1342,1275.4,1282.6,1258.9,1427.2,1713.3,1806.9,1805.8,1350.1,1310.7,1385.4,1395.1,1469.8,1526.3,1536.5,1229.9,1526.5,1490,1558.4,1414.1,1489.4,1341.3,1594.1,1358.7,1392.1,1119.3,1177.2,1549.8,1706.1,1731.8,1552.7,1445.3,1735.3,1753.4,1682.5,1406.7,1372.1,1753.1,1275.8,1337.7,1219.2,1898.1,1841,1282,1775.9,1776
"68",132800,1615.6,1668.5,1527.2,1283.2,1202.2,1485.5,1289.5,1414.1,1227,1944.9,1671.3,1216.4,1252.7,1451.5,1254.9,1194.2,1486.1,1300.6,1483.6,1329.8,1551.1,1231.5,1290.4,1234.5,1291.7,1586.1,1743.9,1662.6,1777.5,1269.6,1388.1,1276.7,1546.5,1701.8,1530.7,1551.3,1615.9,1377.7,1361.5,1883.2,1596.1,1541.2,1292.3,1395.5,1645.2,1326.8,1262.5,1359.3,1222.7,1241.5,1331.9,1329.8,1723.1,1507.7,1414.8,1963.2,1775.6,1815.3,1870,1527.7,1477.7,1323.1,1572.3,1796.2,1563.9,1396.2,1204.9,1250.9,1279.9,1337.8,1338.5,1402.1,1702.7,1475.7,1128.3,1580.1,1273.3,1605.2,1660.4,1503.2,1554.8,1664.9,1456.4,1518.4,1557.6,1309,1478.3,1722.9,1516.8,1649.2,1707.1,1735.6,1512.3,1373.7,1593.9,1598.3,1571.4,1487.2,1454.5,1600.4,1737.8,1830.6,1225.3,1340.3,1418.6,1393,1561.7,1486.1,1276.6,1249.5,1566.4,1683.2,1706.8,1689.2,1599.8,1586.3,1509.2,1525.1,1301.8,1853.7,1843.1,1665.8,1685.2,1418.2,1829.9,1523.7,1171.7,1753.5,1317.3,1871.5,1400.6,1330.5,1590.4,1543.2,1326.6,1831.6,1520,1323.4,1493.9,1493.3,1085.8,979.7,1475.9,1475.4,1450,1433.8,1478,1403.7,1497.9,1356.2,1694.5,1674.7,1743.9,1820.7,1676.8,1803.7,1736.7,1793,1706.4,1767.9,1728.3,1496.9,1599,1571.7,994,1797,1029.5,1055.1,1826.8,1526.7,1553.1,1501.3,1533.9,1495.4,1489.6,1268.1,1302.2,1243.6,1263.9,1417.9,1652.8,1878.8,1752.4,1335.6,1271.8,1460.9,1507.7,1465,1617.2,1474.8,1205.1,1559.7,1546.5,1567.9,1556.7,1501.7,1260.1,1547.2,1358.9,1422.5,1159.9,1128.2,1430.8,1734.7,1754.2,1459.5,1407.1,1681.4,1677.9,1659.3,1417,1359.1,1698.3,1317.7,1308.9,1240,1860.5,1859.9,1319.8,1803.1,1807.9
"69",134800,1583.1,1660.4,1561.3,1305.8,1202.5,1345.1,1321.2,1350,1206,1884.7,1660.9,1187.1,1246.1,1452.7,1249.2,1254.8,1411.6,1340.9,1514.2,1282.4,1487.9,1282.3,1256.3,1250,1259.8,1534.8,1778.2,1696.3,1810.6,1280.4,1351.8,1266.1,1532.9,1636.6,1550.2,1468.5,1614.4,1400.9,1344.1,1860,1574.2,1558.2,1258.7,1348.6,1789,1422.6,1267.3,1320.1,1208.4,1305.5,1395.4,1261.6,1673.5,1480.7,1370.8,1916.2,1814.2,1831.6,1937.5,1528.1,1428.1,1409.9,1584.9,1837.9,1636.1,1403.7,1186.7,1254.1,1333.1,1375.7,1333.7,1435.2,1729.7,1441.9,1115,1548.1,1265.9,1565.8,1616.9,1518.8,1639.8,1576.7,1458.9,1422.3,1557.2,1321,1428.8,1626.9,1557.8,1704.8,1719.6,1787.8,1544.1,1337.2,1576.1,1608.4,1597.7,1426.9,1491.4,1569.3,1798,1841.6,1304.3,1225.6,1461.5,1465.3,1579.2,1543.6,1318.8,1199.2,1565.6,1685.6,1636.8,1701.1,1565.9,1526.5,1496.6,1572.9,1341.7,1889.3,1802.3,1661,1580.9,1385.9,1831,1405.8,1189.8,1817.5,1348,1889.7,1446.3,1393.5,1532,1648.7,1345.5,1853.5,1554.6,1333.4,1502.1,1527.6,1059.9,983,1472.9,1485.2,1393.4,1444,1460.2,1382,1473.9,1372.6,1716.7,1663.9,1734.4,1681.7,1650.6,1831.8,1828.3,1801.8,1718.7,1732.6,1705.6,1551.6,1606.2,1557.7,980.4,1765.8,1101,1045.2,1802.8,1524.8,1532.6,1567.8,1599.7,1574.5,1465.5,1247.2,1319.1,1311.7,1279.9,1414,1687.7,1805.7,1787.6,1330.4,1356.3,1409.8,1503.7,1486.2,1613.1,1488.5,1198.4,1513.2,1496.5,1590,1469.4,1477.5,1320.4,1612.1,1279.4,1513.4,1102.5,1082.1,1526.3,1714.3,1752,1466.6,1450.7,1760.1,1635.6,1682.6,1380.6,1297.9,1700,1360.2,1269.4,1223.5,1926,1877.4,1254.9,1802,1768.9
"70",136800,1652.8,1638.9,1549.2,1313.3,1190.1,1392.1,1281.8,1356.4,1123.1,1883.4,1657.7,1186.6,1164.8,1475.8,1223.3,1210.8,1568.2,1330.3,1457.2,1291.6,1498.2,1217.9,1224,1295.3,1316.2,1554.3,1820.8,1647.6,1802.7,1253.7,1325.8,1272.4,1428.7,1679.1,1509.7,1483.5,1560.7,1430.1,1299.2,1945.7,1594.8,1582.6,1330,1411.2,1722.4,1320.1,1208.3,1304.3,1257.5,1261.8,1354.1,1232.7,1786.1,1429.8,1349.9,2015.8,1814.5,1804.6,1910.3,1480.3,1388,1368.4,1611.3,1793.3,1596.9,1434.1,1228.6,1324.9,1273.9,1361.6,1287.5,1450.7,1737.8,1451,1117.8,1638.1,1293.1,1603.7,1645.6,1414.9,1618.8,1684.4,1477.8,1447.5,1584.9,1291.6,1495.9,1741.7,1505.8,1695.9,1777.2,1733.5,1546.6,1325.8,1599,1597.2,1621.9,1478.5,1500.3,1538.9,1825.3,1815.3,1250.4,1278.3,1490.3,1427.2,1567.2,1551.3,1316.2,1191.9,1559.8,1639.9,1649.5,1654,1550.2,1522.3,1555.9,1538,1307.5,1912.2,1800.4,1676.4,1605.3,1400.8,1809.2,1440.2,1176.8,1840,1280.7,1894.5,1406.1,1363.1,1500.4,1635.6,1394.6,1782.7,1475.6,1393.2,1555.9,1460,1068.7,851.1,1533.9,1522.8,1411.2,1425.9,1440.9,1352.8,1513.7,1329.4,1774,1780.2,1737,1761.3,1748.2,1821.6,1776.4,1723.9,1675.2,1741.4,1711.5,1528.3,1594.4,1562,1016.1,1708.5,1061.6,1022.1,1916.4,1485.8,1463.9,1460.7,1644.1,1487.3,1509.3,1284.8,1274,1298.1,1283.6,1366.5,1710.6,1809.2,1763.6,1357.2,1272.2,1402.8,1525.5,1426,1539.1,1567.4,1224.7,1537.7,1486.3,1575.6,1509.2,1506.8,1310,1648.1,1393.5,1510.6,1126.8,1155,1468.9,1669.3,1733.1,1622.1,1403,1741.4,1703,1748.3,1431,1266.4,1678.3,1287,1339.4,1272.5,1885.1,1892.5,1301.8,1771.6,1796.1
"71",138800,1682.4,1697.4,1566.9,1282.6,1190.8,1421.9,1257.4,1351,1164.2,1902.6,1708.7,1221.3,1196.8,1458.5,1206.5,1232,1515,1327.6,1533.6,1258.7,1533.8,1291.5,1311.3,1275.5,1301,1514.7,1781.2,1706,1838.1,1280.5,1306.8,1221.9,1521.3,1646.9,1479.4,1523,1594.6,1344.5,1365.4,1906.5,1578.3,1603.2,1308.3,1381.7,1640.8,1349.5,1285.2,1272.1,1319.4,1261.2,1385.4,1284,1695.7,1494.3,1358,1921.5,1739.7,1893.2,1908.9,1516.1,1440.5,1398.1,1602.3,1808.3,1583.2,1375.1,1216.1,1285.4,1335.2,1385,1305,1402.3,1671.4,1468.1,1139.8,1575.6,1256.6,1611.9,1600.9,1489.7,1636,1614.8,1476.1,1504.2,1566.8,1295.1,1459.3,1684.2,1502,1700.6,1767.9,1799,1534.5,1365.9,1575.2,1613.6,1526.5,1436.3,1499.5,1626.5,1769.9,1804.1,1238,1278.7,1364.7,1414.3,1567.1,1578.7,1255.1,1277.8,1510.7,1692.8,1661.9,1680.9,1554.5,1536.8,1497.6,1531.9,1314.8,1851.5,1802.2,1692.1,1602.9,1374.4,1775.8,1486.3,1136.4,1840.7,1268,1915.2,1426.3,1384.1,1582.1,1603.5,1387.2,1849.5,1479.1,1407.6,1410.2,1408.5,1043.6,887,1514.9,1473.6,1445.2,1410.5,1382.6,1400.5,1502.7,1355,1758.6,1730.1,1702.7,1787.4,1686.9,1796.3,1828.7,1756.7,1790.1,1714.4,1715.1,1502.7,1620.7,1532.1,977.1,1764.4,1081,1067.6,1843.3,1531.3,1500.7,1523.3,1672.1,1486.7,1430.2,1289.7,1269.4,1267,1250.8,1415.9,1763.6,1870.2,1839.9,1322.4,1330.6,1414.8,1452,1445.3,1554.6,1552.3,1230.3,1555.8,1455.1,1603.8,1468.3,1439.8,1352.1,1667,1447.6,1396.2,1142.3,1113,1526.2,1682.9,1733.1,1567.1,1363.2,1772.2,1686.8,1727.9,1378.8,1309.6,1684.2,1293,1288,1225.4,1900.7,1877.2,1370.9,1757.6,1764.9
"72",140800,1626,1665.5,1563.8,1296,1262,1359,1296.5,1342.1,1146.6,1921.2,1669.1,1187.2,1277.1,1476.1,1229.7,1240.5,1547.5,1356.6,1523.1,1288.6,1472.4,1271.6,1275.5,1285.8,1275.7,1593.3,1781.9,1724.2,1873.7,1241.5,1314.8,1247.4,1489.3,1657.6,1536.4,1452.9,1561.3,1378.2,1339.6,1858.5,1553,1650.6,1327.1,1375.6,1729.3,1374.2,1234.1,1325.6,1229.4,1211.4,1313.2,1282.7,1738.6,1538.4,1397.3,2052.6,1788.4,1836.3,1852.4,1481.6,1464.9,1311.6,1599.3,1754.6,1589.2,1406.6,1202.1,1231.4,1299,1390.6,1286.3,1413,1709.4,1394.5,1147.9,1608.9,1193.9,1596.9,1678.3,1519.7,1575.8,1685.6,1469.1,1497.4,1570.4,1295.3,1413.4,1643.7,1504.4,1742.3,1771.5,1757.2,1497.7,1314.9,1569,1595.7,1578.5,1408.4,1492.4,1629.6,1796.3,1868.9,1226.8,1249.6,1434,1457.5,1537.3,1556.9,1269.2,1248,1520.3,1719.1,1610.1,1645.3,1585.9,1523.9,1487.5,1542.9,1331,1896.5,1843.3,1672,1644.2,1335.4,1829.7,1480.2,1180.3,1833.2,1378.2,1912.6,1412.9,1346.8,1499.2,1653.5,1345.2,1841.7,1569.8,1334.1,1478,1518,1046.4,948.4,1497.1,1463.8,1456.7,1439.3,1507.5,1372.8,1541.7,1376.2,1761.5,1680.7,1758.8,1747.9,1706.4,1815.2,1715.8,1751.8,1671.4,1770.6,1748.4,1505.4,1615.8,1664.9,1006,1688.1,1020.1,1055,1862.8,1481,1556.7,1513.9,1611.3,1530.7,1521.2,1304.3,1315,1261,1273.3,1370,1669.1,1815,1792.9,1271.8,1248,1455.2,1462.4,1465.9,1618.2,1551,1181.1,1523.2,1493.3,1624.3,1438.3,1522.2,1283.1,1615,1412.7,1466.1,1119,1167.5,1481.6,1668.8,1704.7,1466.5,1438.1,1737.1,1707,1656.1,1422.9,1320.2,1702.5,1336.7,1294.8,1190.5,1942.1,1824.5,1338,1709.9,1804.5
"73",142800,1635,1676.3,1607.7,1310.2,1171.5,1386.6,1308,1374.5,1091.7,1929.4,1647.3,1146.5,1169.4,1466.1,1257.5,1279.9,1491.5,1334.1,1511.8,1278.1,1534,1234.7,1229.5,1275.1,1333.3,1545.7,1774.8,1727.4,1816.1,1249.8,1317.8,1299.2,1544,1655.2,1507.6,1529.4,1537.8,1409.4,1306.4,1911.8,1561.2,1607.7,1356,1404.6,1721.5,1336.6,1251,1289.2,1209.5,1264.6,1354.3,1279.9,1687.6,1489.8,1355.2,1937.3,1756.9,1801,1873.6,1528.8,1434,1309.7,1603,1799,1589.2,1447.3,1225.5,1266.1,1322.3,1367.2,1353.8,1411,1762.6,1454.4,1116.6,1538.3,1264.4,1661.1,1679.4,1537.9,1610.8,1593.2,1492.8,1481.8,1523,1341,1472.8,1665.7,1466,1642.1,1755.1,1772.6,1485,1343.2,1585.7,1635.2,1557.5,1432.6,1466.8,1557.5,1855.6,1882.6,1256.8,1274,1417.5,1356.3,1551.6,1548.7,1271.8,1237.5,1599.8,1683.2,1682,1642.5,1531.7,1526.8,1499,1575.8,1320.7,1889.3,1750.4,1651.9,1581,1383.7,1841.6,1417.3,1147.8,1832.9,1311.1,1863.4,1453.6,1406.8,1523.6,1695.9,1346.2,1878.5,1511.3,1329.4,1500.2,1491.6,994.8,954.9,1458,1422.6,1416.9,1498,1417.3,1349.7,1500.7,1406.4,1779.3,1672.8,1718.6,1739.2,1704.6,1788.6,1784.9,1768.6,1693.7,1725.1,1658.1,1492.8,1618.3,1545.2,960.4,1802.5,1023.6,1089,1820.7,1520.9,1581.1,1543,1646.7,1434.8,1458.8,1262.5,1320,1287.8,1252.8,1368.2,1738.5,1911.5,1767.2,1401.1,1288.3,1479.5,1447.2,1479.8,1591.9,1568.5,1154.7,1521.9,1531.7,1657.2,1461.9,1508.8,1269.6,1626.7,1375.1,1399.6,1141.5,1160.5,1495.2,1724.3,1737.5,1530.6,1433.5,1724,1765.7,1680.8,1444.3,1387.4,1680.1,1320.8,1281.3,1225.8,1936.4,1873.2,1315.3,1769.8,1786.4
"74",144800,1587.3,1681.7,1574.7,1314.4,1149.9,1441.6,1320.6,1373.2,1151.4,1954.6,1658.1,1183.6,1258.4,1466.1,1204.7,1214,1505.3,1378.3,1539.2,1266.5,1534.6,1269.7,1272.8,1295.5,1290.3,1505.7,1774.9,1732,1710.8,1246.3,1305.3,1291.9,1489.3,1670,1512.3,1521.6,1543.9,1403.2,1323.5,1882.1,1585,1527,1317.3,1349.1,1709.2,1374.6,1250,1364.8,1257.1,1277.7,1388.6,1300,1743.1,1510.8,1383.5,1983.5,1759.1,1808.4,1880.1,1518.3,1377,1377.9,1529.4,1854.6,1629.1,1441.7,1222.9,1194.4,1271.6,1336.8,1297.1,1356,1757,1463.6,1144.6,1560.4,1298,1627.8,1702.7,1460.9,1541.2,1666.7,1552,1552.3,1574,1248.1,1461.4,1700.9,1475,1635.6,1762.3,1730.1,1519.4,1328.3,1557.3,1590,1557.2,1437.5,1525.3,1534.6,1813.9,1831.8,1232.7,1213.5,1430.6,1418.7,1519,1535.7,1344,1178.3,1545.9,1634.3,1685.3,1683.1,1568.4,1537,1507.5,1559,1331.5,1888.2,1713.4,1652.4,1543.9,1349.3,1780,1419,1104.5,1857.6,1295.4,1901.1,1385.5,1457.8,1587.7,1580.4,1389.8,1792.6,1504.7,1323.1,1528.8,1499,1057.7,920.6,1484.7,1473.3,1386,1448.6,1443.4,1354,1528.2,1387.1,1759.5,1714.3,1693.1,1682.4,1730.9,1805.8,1792.7,1755,1746.2,1794.4,1725.9,1466.9,1622.3,1595,1029.5,1741.3,1056.8,1066.6,1862.1,1424,1518.5,1525.5,1657.6,1506.5,1464.6,1275,1239.3,1320.2,1210.8,1422.2,1762.7,1828,1829.5,1328.6,1382.8,1442.3,1466.6,1507.3,1552.5,1578.5,1193.7,1522.1,1457.6,1568.4,1394.8,1491,1350.2,1621.1,1367.4,1519.3,1167.3,1156.8,1513.4,1744.5,1786.8,1551.9,1495.2,1717.9,1713.1,1702,1458.8,1344.8,1713.8,1318.4,1341.9,1218.7,1941.2,1819.9,1347.5,1754.8,1774.8
"75",146800,1619.9,1680.7,1595.3,1311.7,1234.8,1356.5,1291.1,1417.2,1152.9,1942.8,1688.1,1229.5,1218.7,1463.6,1271.8,1285.5,1524.9,1354.4,1554.5,1295,1502.8,1270.7,1244.3,1273.6,1297.7,1536.1,1823.1,1685.5,1798.3,1372.4,1287.4,1268.2,1501.8,1632.9,1512.4,1455.1,1620.3,1352.6,1297,1923.6,1542.3,1588,1260,1354.6,1762.4,1343.8,1268.1,1284.9,1293.9,1289.5,1370.7,1224.4,1739.6,1452.6,1383.6,1966.7,1696.7,1813.1,1892.9,1507.7,1470.9,1352.1,1603,1754.4,1575.3,1431.3,1187,1201.6,1279.3,1366.6,1260,1389,1709.9,1455.4,1156.3,1548.8,1194.7,1657.2,1687.4,1548.6,1640.6,1618.6,1437.8,1538.6,1543.1,1261.8,1423,1719.3,1479.8,1692.5,1730.4,1725,1543.9,1379.7,1575.4,1615.7,1585.3,1469.9,1500.5,1578.1,1839.5,1875.1,1221.7,1272.8,1481.6,1409.3,1516.1,1499.4,1312.7,1211.1,1508.1,1753.6,1698.6,1707.8,1529.2,1519.6,1503.4,1509.8,1398.7,1900.1,1756.1,1654.6,1585,1451.7,1870,1441.5,1150.2,1821.2,1316.2,1919.4,1457,1362.1,1599.4,1643.5,1323.7,1890.6,1481.8,1311.8,1477.4,1542.1,1023.6,917.6,1467.6,1499.4,1383.2,1459.1,1439,1383.6,1579.1,1279.4,1762,1707.3,1739.4,1777.3,1726.9,1742.7,1813.6,1701.8,1720.4,1732.6,1762.2,1547.1,1565.6,1571.9,980.2,1732,1045.7,1068.1,1797.9,1467.4,1519.7,1499.2,1691.8,1487.4,1451.7,1313.3,1338.2,1286.7,1222.1,1428.8,1653,1799.5,1804.7,1338.2,1306.5,1407.1,1542.8,1392.5,1564.5,1525.3,1323,1514.1,1467.2,1605.1,1469.7,1548.9,1238.9,1563.8,1347.4,1439.7,1138.2,1236.3,1462.8,1738.9,1673.7,1523.2,1461.7,1694.2,1780.5,1672.1,1373.2,1383.8,1767.8,1291.9,1321.5,1234.5,1893.1,1822.2,1280.2,1715.7,1758.5
