"Name","Sex","EloScore","EloRank","Species","Group","Subgroup","PredatorPrimates","Predator","Dangerous"
"Pogona_vitticeps","Not mentioned",1527.7,137,"Pogona_vitticeps","Squamata","Lizard","No","Yes","No"
"Porphyrio_hochstetteri","F",1467.2,94,"Porphyrio_hochstetteri","Bird","Bird(notRaptor)","No","No","No"
"Porphyrio_hochstetteri","M",1458.9,89,"Porphyrio_hochstetteri","Bird","Bird(notRaptor)","No","No","No"
"Porphyrio_hochstetteri","Not mentioned",1426.9,76,"Porphyrio_hochstetteri","Bird","Bird(notRaptor)","No","No","No"
"Procyon_lotor","F",1287.3,28,"Procyon_lotor","Mammal","Procyonide","No","Yes","No"
"Procyon_lotor","M",1301.5,47,"Procyon_lotor","Mammal","Procyonide","No","Yes","No"
"Procyon_lotor","Not mentioned",1317.1,35,"Procyon_lotor","Mammal","Procyonide","No","Yes","No"
"Propithecus_coquereli","F",1231.1,27,"Propithecus_coquereli","Mammal","Primate","No","No","No"
"Propithecus_coquereli","M",1230.1,44,"Propithecus_coquereli","Mammal","Primate","No","No","No"
"Propithecus_coquereli","Not mentioned",1328.3,49,"Propithecus_coquereli","Mammal","Primate","No","No","No"
"Propithecus_verreauxi","F",1302.5,52,"Propithecus_verreauxi","Mammal","Primate","No","No","No"
"Propithecus_verreauxi","M",1249.2,32,"Propithecus_verreauxi","Mammal","Primate","No","No","No"
"Propithecus_verreauxi","Not mentioned",1314.6,33,"Propithecus_verreauxi","Mammal","Primate","No","No","No"
"Psittacus_erithacus","F",1290.8,43,"Psittacus_erithacus","Bird","Bird(notRaptor)","No","No","No"
"Psittacus_erithacus","M",1279.7,28,"Psittacus_erithacus","Bird","Bird(notRaptor)","No","No","No"
"Psittacus_erithacus","Not mentioned",1459.6,88,"Psittacus_erithacus","Bird","Bird(notRaptor)","No","No","No"
"Pteropus_conspicillatus","F",1430.5,83,"Pteropus_conspicillatus","Mammal","Chiroptera","No","No","No"
"Pteropus_conspicillatus","M",1381.8,104,"Pteropus_conspicillatus","Mammal","Chiroptera","No","No","No"
"Pteropus_conspicillatus","Not mentioned",1422.6,97,"Pteropus_conspicillatus","Mammal","Chiroptera","No","No","No"
"Puma_concolor","F",1695.9,180,"Puma_concolor","Mammal","Felidae","Yes","No","Yes"
"Puma_concolor","M",1729.2,182,"Puma_concolor","Mammal","Felidae","Yes","No","Yes"
"Puma_concolor","Not mentioned",1746.4,205,"Puma_concolor","Mammal","Felidae","Yes","No","Yes"
"Python_bivittatus","F",1811.4,199,"Python_bivittatus","Squamata","Snake","Yes","Yes","Yes"
"Python_bivittatus","M",1795.2,208,"Python_bivittatus","Squamata","Snake","Yes","Yes","Yes"
"Python_bivittatus","Not mentioned",1737.1,199,"Python_bivittatus","Squamata","Snake","Yes","Yes","Yes"
"Python_regius","F",1814.3,201,"Python_regius","Squamata","Snake","No","Yes","No"
"Python_regius","M",1801.9,187,"Python_regius","Squamata","Snake","No","Yes","No"
"Python_regius","Not mentioned",1659.9,180,"Python_regius","Squamata","Snake","No","Yes","No"
"Rattus_norvegicus","F",1356.3,69,"Rattus_norvegicus","Mammal","Rodent","No","No","No"
"Rattus_norvegicus","M",1381.7,30,"Rattus_norvegicus","Mammal","Rodent","No","No","No"
"Rattus_norvegicus","Not mentioned",1316.6,31,"Rattus_norvegicus","Mammal","Rodent","No","No","No"
"Rhinopithecus_roxellana","F",1288.2,55,"Rhinopithecus_roxellana","Mammal","Primate","No","No","No"
"Rhinopithecus_roxellana","M",1283.1,35,"Rhinopithecus_roxellana","Mammal","Primate","No","No","No"
"Rhinopithecus_roxellana","Not mentioned",1390.9,36,"Rhinopithecus_roxellana","Mammal","Primate","No","No","No"
"Rhyticeros_cassidix","F",1403.5,93,"Rhyticeros_cassidix","Bird","Bird(notRaptor)","No","No","No"
"Rhyticeros_cassidix","M",1422.1,82,"Rhyticeros_cassidix","Bird","Bird(notRaptor)","No","No","No"
"Rhyticeros_cassidix","Not mentioned",1344.4,57,"Rhyticeros_cassidix","Bird","Bird(notRaptor)","No","No","No"
"Romalea_microptera","F",1461.2,100,"Romalea_microptera","Insect","Orthoptere","No","No","No"
"Romalea_microptera","M",1398.9,105,"Romalea_microptera","Insect","Orthoptere","No","No","No"
"Romalea_microptera","Not mentioned",1449.9,82,"Romalea_microptera","Insect","Orthoptere","No","No","No"
"Saiga_tatarica","F",1465.3,72,"Saiga_tatarica","Mammal","Ungulate","No","No","No"
"Saiga_tatarica","M",1447.1,83,"Saiga_tatarica","Mammal","Ungulate","No","No","No"
"Saiga_tatarica","Not mentioned",1478.4,125,"Saiga_tatarica","Mammal","Ungulate","No","No","No"
"Sarcophilus_harrisii","F",1594.4,149,"Sarcophilus_harrisii","Mammal","Marsupial","No","Yes","No"
"Sarcophilus_harrisii","M",1585.9,143,"Sarcophilus_harrisii","Mammal","Marsupial","No","Yes","No"
"Sarcophilus_harrisii","Not mentioned",1774.6,214,"Sarcophilus_harrisii","Mammal","Marsupial","No","Yes","No"
"Spalax","F",1558,134,"Spalax","Mammal","Rodent","No","No","No"
"Spalax","M",1521,115,"Spalax","Mammal","Rodent","No","No","No"
"Spalax","Not mentioned",1254.7,22,"Spalax","Mammal","Rodent","No","No","No"
"Spheniscus_humboldti","F",1197.1,14,"Spheniscus_humboldti","Bird","Bird(notRaptor)","No","Yes","No"
"Spheniscus_humboldti","M",1224.4,12,"Spheniscus_humboldti","Bird","Bird(notRaptor)","No","Yes","No"
"Spheniscus_humboldti","Not mentioned",1183.9,3,"Spheniscus_humboldti","Bird","Bird(notRaptor)","No","Yes","No"
"Stephanoaetus_coronatus","F",1465.3,96,"Stephanoaetus_coronatus","Bird","Raptor","Yes","No","No"
"Stephanoaetus_coronatus","M",1464.7,116,"Stephanoaetus_coronatus","Bird","Raptor","Yes","No","No"
"Stephanoaetus_coronatus","Not mentioned",1575.3,122,"Stephanoaetus_coronatus","Bird","Raptor","Yes","No","No"
"Strophurus","F",1503,109,"Strophurus_","Squamata","Lizard","No","Yes","No"
"Strophurus","M",1445.5,100,"Strophurus_","Squamata","Lizard","No","Yes","No"
"Strophurus","Not mentioned",1308.1,32,"Strophurus_","Squamata","Lizard","No","Yes","No"
"Struthio_camelus","F",1638.8,155,"Struthio_camelus","Bird","Bird(notRaptor)","No","No","No"
"Struthio_camelus","M",1596.2,145,"Struthio_camelus","Bird","Bird(notRaptor)","No","No","No"
"Struthio_camelus","Not mentioned",1631.2,162,"Struthio_camelus","Bird","Bird(notRaptor)","No","No","No"
"Sula_nebouxii","F",1528.4,103,"Sula_nebouxii","Bird","Bird(notRaptor)","No","Yes","No"
"Sula_nebouxii","M",1393.2,64,"Sula_nebouxii","Bird","Bird(notRaptor)","No","Yes","No"
"Sula_nebouxii","Not mentioned",1445.7,94,"Sula_nebouxii","Bird","Bird(notRaptor)","No","Yes","No"
"Sula_sula","F",1470.5,105,"Sula_sula","Bird","Bird(notRaptor)","No","Yes","No"
"Sula_sula","M",1462.4,103,"Sula_sula","Bird","Bird(notRaptor)","No","Yes","No"
"Sula_sula","Not mentioned",1482.4,114,"Sula_sula","Bird","Bird(notRaptor)","No","Yes","No"
"Suricata_suricatta","F",1313.2,47,"Suricata_suricatta","Mammal","Mongoose","No","Yes","No"
"Suricata_suricatta","M",1278.1,50,"Suricata_suricatta","Mammal","Mongoose","No","Yes","No"
"Suricata_suricatta","Not mentioned",1324.9,39,"Suricata_suricatta","Mammal","Mongoose","No","Yes","No"
"Sus_scrofa","F",1618.5,156,"Sus_scrofa","Mammal","Ungulate","No","No","Yes"
"Sus_scrofa","M",1570.6,148,"Sus_scrofa","Mammal","Ungulate","No","No","Yes"
"Sus_scrofa","Not mentioned",1543.6,139,"Sus_scrofa","Mammal","Ungulate","No","No","Yes"
"Tapirus_indicus","F",1407.3,56,"Tapirus_indicus","Mammal","Ungulate","No","No","No"
"Tapirus_indicus","M",1364.6,76,"Tapirus_indicus","Mammal","Ungulate","No","No","No"
"Tapirus_indicus","Not mentioned",1486,81,"Tapirus_indicus","Mammal","Ungulate","No","No","No"
"Taricha_torosa","F",1470.1,92,"Taricha_torosa","Squamata","Amphibia","No","Yes","No"
"Taricha_torosa","M",1475.1,93,"Taricha_torosa","Squamata","Amphibia","No","Yes","No"
"Taricha_torosa","Not mentioned",1486.8,108,"Taricha_torosa","Squamata","Amphibia","No","Yes","No"
"Tauraco_leucotis","F",1165.6,6,"Tauraco_leucotis","Bird","Bird(notRaptor)","No","No","No"
"Tauraco_leucotis","M",1122.1,4,"Tauraco_leucotis","Bird","Bird(notRaptor)","No","No","No"
"Tauraco_leucotis","Not mentioned",1255.6,9,"Tauraco_leucotis","Bird","Bird(notRaptor)","No","No","No"
"Testudo_hermanni","F",1165.1,15,"Testudo_hermanni","Squamata","Tortoise","No","No","No"
"Testudo_hermanni","M",1133.3,9,"Testudo_hermanni","Squamata","Tortoise","No","No","No"
"Testudo_hermanni","Not mentioned",1330.1,28,"Testudo_hermanni","Squamata","Tortoise","No","No","No"
"Thalassarche_cauta","F",1478.5,104,"Thalassarche_cauta","Bird","Bird(notRaptor)","No","No","No"
"Thalassarche_cauta","M",1489.5,97,"Thalassarche_cauta","Bird","Bird(notRaptor)","No","No","No"
"Thalassarche_cauta","Not mentioned",1556.5,138,"Thalassarche_cauta","Bird","Bird(notRaptor)","No","No","No"
"Theropithecus_gelada","F",1690,189,"Theropithecus_gelada","Mammal","Primate","No","No","No"
"Theropithecus_gelada","M",1691.3,197,"Theropithecus_gelada","Mammal","Primate","No","No","No"
"Theropithecus_gelada","Not mentioned",1638.6,164,"Theropithecus_gelada","Mammal","Primate","No","No","No"
"Thomisus_onustus","F",1747,178,"Thomisus_onustus","Spider","Spider","No","Yes","No"
"Thomisus_onustus","M",1704.5,172,"Thomisus_onustus","Spider","Spider","No","Yes","No"
"Thomisus_onustus","Not mentioned",1717.6,197,"Thomisus_onustus","Spider","Spider","No","Yes","No"
"Tockus_flavirostris","F",1556.4,124,"Tockus_flavirostris","Bird","Bird(notRaptor)","No","No","No"
"Tockus_flavirostris","M",1490.4,90,"Tockus_flavirostris","Bird","Bird(notRaptor)","No","No","No"
"Tockus_flavirostris","Not mentioned",1424.7,115,"Tockus_flavirostris","Bird","Bird(notRaptor)","No","No","No"
"Trichosurus_vulpecula","F",1438,74,"Trichosurus_vulpecula","Mammal","Marsupial","No","No","No"
"Trichosurus_vulpecula","M",1419.3,126,"Trichosurus_vulpecula","Mammal","Marsupial","No","No","No"
"Trichosurus_vulpecula","Not mentioned",1471.4,96,"Trichosurus_vulpecula","Mammal","Marsupial","No","No","No"
"Ursus_arctos_horribilis","F",1758.2,185,"Ursus_arctos_horribilis","Mammal","Ursus","Yes","No","Yes"
"Ursus_arctos_horribilis","M",1798.3,186,"Ursus_arctos_horribilis","Mammal","Ursus","Yes","No","Yes"
"Ursus_arctos_horribilis","Not mentioned",1768.7,196,"Ursus_arctos_horribilis","Mammal","Ursus","Yes","No","Yes"
"Ursus_maritimus","F",1699.2,169,"Ursus_maritimus","Mammal","Ursus","Yes","No","Yes"
"Ursus_maritimus","M",1835.4,181,"Ursus_maritimus","Mammal","Ursus","Yes","No","Yes"
"Ursus_maritimus","Not mentioned",1716.1,195,"Ursus_maritimus","Mammal","Ursus","Yes","No","Yes"
"Ursus_thibetanus","F",1730.1,188,"Ursus_thibetanus","Mammal","Ursus","No","Yes","Yes"
"Ursus_thibetanus","M",1703.2,183,"Ursus_thibetanus","Mammal","Ursus","No","Yes","Yes"
"Ursus_thibetanus","Not mentioned",1697.7,191,"Ursus_thibetanus","Mammal","Ursus","No","Yes","Yes"
"Varecia_rubra","F",1388.5,78,"Varecia_rubra","Mammal","Primate","No","No","No"
"Varecia_rubra","M",1443.6,87,"Varecia_rubra","Mammal","Primate","No","No","No"
"Varecia_rubra","Not mentioned",1550.4,136,"Varecia_rubra","Mammal","Primate","No","No","No"
"Varecia_variegata","F",1338.7,62,"Varecia_variegata","Mammal","Primate","No","No","No"
"Varecia_variegata","M",1320.5,46,"Varecia_variegata","Mammal","Primate","No","No","No"
"Varecia_variegata","Not mentioned",1425.5,77,"Varecia_variegata","Mammal","Primate","No","No","No"
"Vespula_germanica","F",1693.4,163,"Vespula_germanica","Insect","Hymenoptera","No","Yes","Yes"
"Vespula_germanica","M",1660.4,168,"Vespula_germanica","Insect","Hymenoptera","No","Yes","Yes"
"Vespula_germanica","Not mentioned",1607.2,166,"Vespula_germanica","Insect","Hymenoptera","No","Yes","Yes"
"Vicugna_pacos","F",1334.5,40,"Vicugna_pacos","Mammal","Ungulate","No","No","No"
"Vicugna_pacos","M",1319.9,25,"Vicugna_pacos","Mammal","Ungulate","No","No","No"
"Vicugna_pacos","Not mentioned",1198.3,10,"Vicugna_pacos","Mammal","Ungulate","No","No","No"
"Vicugna_pacos2","F",1277.3,53,"Vicugna_pacos","Mammal","Ungulate","No","No","No"
"Vicugna_pacos2","M",1332.6,61,"Vicugna_pacos","Mammal","Ungulate","No","No","No"
"Vicugna_pacos2","Not mentioned",1449.5,85,"Vicugna_pacos","Mammal","Ungulate","No","No","No"
"Vicugna_vicugna","F",1180.2,18,"Vicugna_vicugna","Mammal","Ungulate","No","No","No"
"Vicugna_vicugna","M",1200.9,15,"Vicugna_vicugna","Mammal","Ungulate","No","No","No"
"Vicugna_vicugna","Not mentioned",1416.2,66,"Vicugna_vicugna","Mammal","Ungulate","No","No","No"
"Vipera_ammodytes","F",1865.2,219,"Vipera_ammodytes","Squamata","Snake","No","Yes","Yes"
"Vipera_ammodytes","M",1879,217,"Vipera_ammodytes","Squamata","Snake","No","Yes","Yes"
"Vipera_ammodytes","Not mentioned",1880.5,221,"Vipera_ammodytes","Squamata","Snake","No","Yes","Yes"
"Vipera_aspis","F",1844.6,206,"Vipera_aspis","Squamata","Snake","No","Yes","Yes"
"Vipera_aspis","M",1785.8,196,"Vipera_aspis","Squamata","Snake","No","Yes","Yes"
"Vipera_aspis","Not mentioned",1882.2,220,"Vipera_aspis","Squamata","Snake","No","Yes","Yes"
"Vulpes_zerda","F",1271.9,33,"Vulpes_zerda","Mammal","Canidae","No","Yes","No"
"Vulpes_zerda","M",1338.5,65,"Vulpes_zerda","Mammal","Canidae","No","Yes","No"
"Vulpes_zerda","Not mentioned",1255.3,19,"Vulpes_zerda","Mammal","Canidae","No","Yes","No"
"Zamenis_longissimus","F",1795.2,203,"Zamenis_longissimus","Squamata","Snake","No","Yes","No"
"Zamenis_longissimus","M",1710.7,178,"Zamenis_longissimus","Squamata","Snake","No","Yes","No"
"Zamenis_longissimus","Not mentioned",1647.4,169,"Zamenis_longissimus","Squamata","Snake","No","Yes","No"
"Zoropsis_spinimana","F",1763.5,194,"Zoropsis_spinimana","Spider","Spider","No","Yes","No"
"Zoropsis_spinimana","M",1791.6,205,"Zoropsis_spinimana","Spider","Spider","No","Yes","No"
"Zoropsis_spinimana","Not mentioned",1487.5,127,"Zoropsis_spinimana","Spider","Spider","No","Yes","No"
