"name","variable","value"
"Panthera_onca3","Other",164
"Panthera_pardus","Other",177
"Panthera_pardus_3","Other",198
"Panthera_pardus2","Other",188
"Panthera_tigris2","Other",146
"Panthera_uncia","Other",132
"Papillon","Other",105
"Papio_hamadryas","Other",180
"Pardofelis_temminckii","Other",199
"Petroica_macrocephala","Other",34
"Phacochoerus_africanus","Other",206
"Phascolarctos_cinereus","Other",23
"Phascolarctos_cinereus2","Other",7
"Pholcus_phalangioides","Other",187
"Pithecia pithecia","Other",102
"Pithecia pithecia2","Other",59
"Plathyrrhinus_fusciventris","Other",140
"Podarcis_muralis","Other",131
"Pogona_vitticeps","Other",154
"Porphyrio_hochstetteri","Other",119
"Procyon_lotor","Other",125
"Propithecus_coquereli","Other",77
"Propithecus_verreauxi","Other",12
"Psittacus_erithacus","Other",25
"Pteropus_conspicillatus","Other",117
"Puma_concolor","Other",175
"Python_bivittatus","Other",204
"Python_regius","Other",221
"Rattus_norvegicus","Other",118
"Rhinopithecus_roxellana","Other",81
"Rhyticeros_cassidix","Other",58
"Romalea_microptera","Other",60
"Saiga_tatarica","Other",75
"Sarcophilus_harrisii","Other",148
"Spalax","Other",202
"Spheniscus_humboldti","Other",32
"Stephanoaetus_coronatus","Other",47
"Strophurus","Other",115
"Struthio_camelus","Other",78
"Sula_nebouxii","Other",129
"Sula_sula","Other",79
"Suricata_suricatta","Other",76
"Sus_scrofa","Other",184
"Tapirus_indicus","Other",33
"Taricha_torosa","Other",70
"Tauraco_leucotis","Other",3
"Testudo_hermanni","Other",28
"Thalassarche_cauta","Other",22
"Theropithecus_gelada","Other",209
"Thomisus_onustus","Other",155
"Tockus_flavirostris","Other",62
"Trichosurus_vulpecula","Other",17
"Ursus_arctos_horribilis","Other",173
"Ursus_maritimus","Other",174
"Ursus_thibetanus","Other",160
"Varecia_rubra","Other",120
"Varecia_variegata","Other",94
"Vespula_germanica","Other",170
"Vicugna_pacos","Other",104
"Vicugna_pacos2","Other",51
"Vicugna_vicugna","Other",36
"Vipera_ammodytes","Other",213
"Vipera_aspis","Other",179
"Vulpes_zerda","Other",57
"Zamenis_longissimus","Other",194
"Zoropsis_spinimana","Other",182
"Acinonyx_jubatus","PhD and more",180
"Acinonyx_jubatus2","PhD and more",183
"Acryllium_vulturinum","PhD and more",136
"Aepyceros_melampus","PhD and more",63
"Aepyceros_melampus2","PhD and more",44
"Agalychnis_callidryas","PhD and more",23
"Ailuropoda_melanoleuca","PhD and more",72
"Ailurops_ursinus","PhD and more",33
"Ailurus_fulgens","PhD and more",62
"Alligator_mississippiensis","PhD and more",221
"Amblyrhynchus_cristatus","PhD and more",130
"Aonyx_cinereus","PhD and more",22
"Aonyx_cinereus2","PhD and more",9
"Aquila_chrysaetos","PhD and more",113
"Ara_ararauna","PhD and more",24
"Ara_chloropterus","PhD and more",46
"Arctocephalus forsteri","PhD and more",86
"Arctocephalus_forsteri2","PhD and more",102
"Artibeus_planirostris","PhD and more",133
"Asio_flammeus","PhD and more",21
"Ateles_hybridus","PhD and more",151
"Ateles_paniscus","PhD and more",31
"Athene_noctua","PhD and more",27
"Athene_noctua2","PhD and more",25
"Athene_noctua3","PhD and more",65
"Balaeniceps_rex","PhD and more",128
"Bison_bonasus","PhD and more",214
"Bison_bonasus2","PhD and more",217
"Boa_constrictor","PhD and more",194
"Bubo_bubo","PhD and more",30
"Bubo_bubo2","PhD and more",32
"Bubo_scandiacus","PhD and more",34
"Bufonidae","PhD and more",108
"Buprestidae","PhD and more",193
"Buteo_galapagoensis","PhD and more",135
"Cairina_moschata","PhD and more",87
"Calliphora_vomitoria","PhD and more",141
"Callithrix_argentata","PhD and more",83
"Callithrix_penicillata","PhD and more",69
"Calloselasma rhodostoma","PhD and more",191
"Canis_lupus","PhD and more",120
"Canis_lupus_familiaris","PhD and more",154
"Canis_lupus_familiaris2","PhD and more",84
"Carlito_syrichta","PhD and more",55
"Centurio_senex","PhD and more",195
"Cerdocyon_thous","PhD and more",45
"Chelonoidis_porteri","PhD and more",19
"Choloepus_didactylus","PhD and more",18
"Choloepus_didactylus2","PhD and more",26
"Choloepus_didactylus3","PhD and more",13
"Chroicocephalus_scopulinus","PhD and more",14
"Columba_livia","PhD and more",7
"Conolophus_pallidus","PhD and more",144
"Corvus","PhD and more",158
"Corvus2","PhD and more",54
"Crocodylus_porosus","PhD and more",216
"Crocuta_crocuta","PhD and more",213
"Crotalus_atrox","PhD and more",188
"Crotalus2","PhD and more",162
"Cryptoprocto _ferox","PhD and more",152
"Cynictis_penicillata","PhD and more",140
"Dasypus_novemcinctus","PhD and more",64
"Daubentonia_madagascariensis","PhD and more",132
"Dendroaspis_angusticeps","PhD and more",182
"Desmodus_rotondus","PhD and more",131
"Didelphis_virginiana","PhD and more",78
"Equus_caballus","PhD and more",53
"Eudyptes chrysolophus","PhD and more",29
"Eudyptes_chrysocome","PhD and more",52
"Eulemur _coronatus","PhD and more",42
"Eulemur _coronatus2","PhD and more",35
"Euphractus _sexcinctus","PhD and more",37
"Evarcha_arcuata","PhD and more",173
"Felis_catus","PhD and more",99
"Felis_silvestris","PhD and more",51
"Geronticus_eremita","PhD and more",117
"Giraffa_camelopardalis_reticulata","PhD and more",71
"Gorilla_Gorilla_Beringei","PhD and more",172
"Gorilla_gorilla_gorilla","PhD and more",208
"Gulo_gulo","PhD and more",101
"Gulo_gulo2","PhD and more",146
"Gymnogyps_californianus","PhD and more",149
"Gypaetus_barbatus","PhD and more",139
"Gypaetus_barbatus2","PhD and more",91
"Gyps_rueppelli","PhD and more",119
"Haematopus_ater","PhD and more",16
"Harpia_Harpyja","PhD and more",66
"Helarctos_malayanus","PhD and more",179
"Hemicentetes_semispinosus","PhD and more",94
"Heterocephalus_glaber","PhD and more",127
"Hippopotamus_amphibius","PhD and more",186
"Hyaena_hyaena","PhD and more",167
"Hyles_euphorbiae","PhD and more",90
"Hylobates_agilis","PhD and more",43
"Hypsignathus_monstrosus","PhD and more",121
"Iguana_iguana","PhD and more",138
"Iguana_iguana2","PhD and more",116
"Incilius_alvarius","PhD and more",70
"Incilius_alvarius2","PhD and more",126
"Intellagama_lesueurii","PhD and more",148
"Laticauda_laticaudata","PhD and more",198
"Laticauda_saintgironsi","PhD and more",207
"Lemur_catta","PhD and more",49
"Lemur_catta2","PhD and more",50
"Leopardus_wiedii","PhD and more",109
"Leptailurus_serval","PhD and more",77
"Leptoptilos_crumenifer","PhD and more",157
"Libellula_quadrimaculata","PhD and more",123
"Litoria_infrafrenata","PhD and more",41
"Loris_tardigradus","PhD and more",8
"Loxodonta_africana","PhD and more",155
"Lycaon_pictus","PhD and more",177
"Lycaon_pictus2","PhD and more",187
"Lynx_rufus","PhD and more",160
"Lynx_rufus2","PhD and more",171
"Macaca_fuscata","PhD and more",159
"Macaca_silenus","PhD and more",100
"Macronectes_halli","PhD and more",124
"Macropus_rufogriseus","PhD and more",73
"Malayopython_reticulatus","PhD and more",200
"Malpolon_monspessulanus","PhD and more",156
"Mandrillus_sphinx","PhD and more",176
"Mandrillus_sphinx2","PhD and more",161
"Miopithecus_ogouensis","PhD and more",82
"Morelia_spilota","PhD and more",203
"Mungos_mungo","PhD and more",92
"Muscardinus_avellanarius","PhD and more",6
"Mygale","PhD and more",170
"Myocastor_coypus","PhD and more",10
"Naja_naja","PhD and more",220
"Nasua_narica","PhD and more",129
"Nasua_nasua","PhD and more",57
"Necrosyrtes_monachus","PhD and more",114
"Neofelis_nebulosa","PhD and more",175
"Nestor_meridionalis","PhD and more",56
"Notechis_scutatus","PhD and more",206
"Numida_meleagris","PhD and more",98
"Nyctereutes_procyonoides","PhD and more",137
"Odonata","PhD and more",96
"Odonata2","PhD and more",93
"Oryctolagus_cuniculus","PhD and more",3
"Oryctolagus_cuniculus2","PhD and more",1
"Otocolobus_manul","PhD and more",67
"Pamphagidae","PhD and more",106
"Pan_paniscus","PhD and more",85
"Pan_paniscus2","PhD and more",115
"Pan_paniscus3","PhD and more",143
"Pan_paniscus4","PhD and more",111
"Pan_troglodytes","PhD and more",165
"Pan_troglodytes2","PhD and more",58
"Panthera_leo","PhD and more",197
"Panthera_leo2","PhD and more",210
"Panthera_leo3","PhD and more",201
"Panthera_onca","PhD and more",199
"Panthera_onca_2","PhD and more",192
"Panthera_onca3","PhD and more",219
"Panthera_pardus","PhD and more",218
"Panthera_pardus_3","PhD and more",174
"Panthera_pardus2","PhD and more",181
"Panthera_tigris2","PhD and more",215
"Panthera_uncia","PhD and more",190
"Papillon","PhD and more",122
"Papio_hamadryas","PhD and more",164
"Pardofelis_temminckii","PhD and more",150
"Petroica_macrocephala","PhD and more",4
"Phacochoerus_africanus","PhD and more",196
"Phascolarctos_cinereus","PhD and more",17
"Phascolarctos_cinereus2","PhD and more",11
"Pholcus_phalangioides","PhD and more",202
"Pithecia pithecia","PhD and more",104
"Pithecia pithecia2","PhD and more",153
"Plathyrrhinus_fusciventris","PhD and more",112
"Podarcis_muralis","PhD and more",95
"Pogona_vitticeps","PhD and more",142
"Porphyrio_hochstetteri","PhD and more",107
"Procyon_lotor","PhD and more",97
"Propithecus_coquereli","PhD and more",36
"Propithecus_verreauxi","PhD and more",40
"Psittacus_erithacus","PhD and more",74
"Pteropus_conspicillatus","PhD and more",89
"Puma_concolor","PhD and more",178
"Python_bivittatus","PhD and more",169
"Python_regius","PhD and more",163
"Rattus_norvegicus","PhD and more",20
"Rhinopithecus_roxellana","PhD and more",15
"Rhyticeros_cassidix","PhD and more",59
"Romalea_microptera","PhD and more",110
"Saiga_tatarica","PhD and more",125
"Sarcophilus_harrisii","PhD and more",147
"Spalax","PhD and more",105
"Spheniscus_humboldti","PhD and more",28
"Stephanoaetus_coronatus","PhD and more",103
"Strophurus","PhD and more",88
"Struthio_camelus","PhD and more",134
"Sula_nebouxii","PhD and more",80
"Sula_sula","PhD and more",118
"Suricata_suricatta","PhD and more",38
"Sus_scrofa","PhD and more",185
"Tapirus_indicus","PhD and more",76
"Taricha_torosa","PhD and more",47
"Tauraco_leucotis","PhD and more",2
"Testudo_hermanni","PhD and more",5
"Thalassarche_cauta","PhD and more",81
"Theropithecus_gelada","PhD and more",205
"Thomisus_onustus","PhD and more",145
"Tockus_flavirostris","PhD and more",79
"Trichosurus_vulpecula","PhD and more",61
"Ursus_arctos_horribilis","PhD and more",211
"Ursus_maritimus","PhD and more",209
"Ursus_thibetanus","PhD and more",168
"Varecia_rubra","PhD and more",60
"Varecia_variegata","PhD and more",68
"Vespula_germanica","PhD and more",166
"Vicugna_pacos","PhD and more",48
"Vicugna_pacos2","PhD and more",75
"Vicugna_vicugna","PhD and more",12
"Vipera_ammodytes","PhD and more",212
"Vipera_aspis","PhD and more",204
"Vulpes_zerda","PhD and more",39
"Zamenis_longissimus","PhD and more",184
"Zoropsis_spinimana","PhD and more",189
