"Name","Academic","EloScore","EloRank","Species","Group","Subgroup","PredatorPrimates","Predator","Dangerous"
"Gorilla_Gorilla_Beringei","High school diploma",1611.9,139,"Gorilla_Gorilla_Beringei","Mammal","Primate","No","No","Yes"
"Eulemur _coronatus","Kindergarten + Primary school",1546.5,139,"Eulemur_coronatus","Mammal","Primate","No","No","No"
"Gulo_gulo2","Master's degree",1529.8,139,"Gulo_gulo","Mammal","Mustelidae","No","Yes","No"
"Neofelis_nebulosa","One/two/three-year technical/university degree",1584.4,139,"Neofelis_nebulosa","Mammal","Felidae","Yes","No","Yes"
"Gulo_gulo2","Other",1541.5,139,"Gulo_gulo","Mammal","Mustelidae","No","Yes","No"
"Gypaetus_barbatus","PhD and more",1554.2,139,"Gypaetus_barbatus","Bird","Raptor","No","Yes","No"
"Panthera_onca_2","High school + Middle school",1597.5,140,"Panthera_onca","Mammal","Felidae","Yes","No","Yes"
"Artibeus_planirostris","High school diploma",1564.3,140,"Artibeus_planirostris","Mammal","Chiroptera","No","No","No"
"Otocolobus_manul","Kindergarten + Primary school",1549.3,140,"Otocolobus_manul","Mammal","Felidae","No","Yes","No"
"Gypaetus_barbatus2","Master's degree",1548.8,140,"Gypaetus_barbatus","Bird","Raptor","No","Yes","No"
"Papio_hamadryas","One/two/three-year technical/university degree",1599.6,140,"Papio_hamadryas","Mammal","Primate","No","No","No"
"Plathyrrhinus_fusciventris","Other",1547.7,140,"Platyrrhinus_fusciventris","Mammal","Chiroptera","No","No","No"
"Cynictis_penicillata","PhD and more",1492.8,140,"Cynictis_penicillata","Mammal","Mongoose","No","Yes","No"
"Sarcophilus_harrisii","High school + Middle school",1588.6,141,"Sarcophilus_harrisii","Mammal","Marsupial","No","Yes","No"
"Iguana_iguana2","High school diploma",1564.4,141,"Iguana_iguana","Squamata","Lizard","No","No","No"
"Crotalus_atrox","Kindergarten + Primary school",1546.8,141,"Crotalus_atrox","Squamata","Snake","No","Yes","Yes"
"Odonata","Master's degree",1571.2,141,"Odonata","Insect","Odonata","No","Yes","No"
"Geronticus_eremita","One/two/three-year technical/university degree",1625.4,141,"Geronticus_eremita","Bird","Bird (not Raptor)","No","Yes","No"
"Leptailurus_serval","Other",1550.7,141,"Leptailurus_serval","Mammal","Felidae","No","Yes","No"
"Calliphora_vomitoria","PhD and more",1513.6,141,"Calliphora_vomitoria","Insect","Diptera","No","No","No"
"Odonata2","High school + Middle school",1536.8,142,"Odonata","Insect","Odonata","No","Yes","No"
"Pithecia pithecia2","High school diploma",1549.2,142,"Pithecia_pithecia","Mammal","Primate","No","No","No"
"Miopithecus_ogouensis","Kindergarten + Primary school",1538.2,142,"Miopithecus_ogouensis","Mammal","Primate","No","No","No"
"Canis_lupus_familiaris","Master's degree",1561.2,142,"Canis_lupus_familiaris","Mammal","Canidae","No","Yes","Yes"
"Buprestidae","One/two/three-year technical/university degree",1656.2,142,"Buprestidae","Insect","Coleoptera","No","No","No"
"Macaca_silenus","Other",1556.2,142,"Macaca_silenus","Mammal","Primate","No","Yes","No"
"Pogona_vitticeps","PhD and more",1570.1,142,"Pogona_vitticeps","Squamata","Lizard","No","Yes","No"
"Rhyticeros_cassidix","High school + Middle school",1571.6,143,"Rhyticeros_cassidix","Bird","Bird (not Raptor)","No","No","No"
"Pamphagidae","High school diploma",1588.1,143,"Pamphagidae","Insect","Orthoptere","No","No","No"
"Athene_noctua3","Kindergarten + Primary school",1530.6,143,"Athene_noctua","Bird","Bird (not Raptor)","No","Yes","No"
"Mandrillus_sphinx2","Master's degree",1585.2,143,"Mandrillus_sphinx","Mammal","Primate","No","No","Yes"
"Papillon","One/two/three-year technical/university degree",1528.8,143,"Papillon","Insect","Lepidoptera","No","No","No"
"Malpolon_monspessulanus","Other",1558.9,143,"Malpolon_monspessulanus","Squamata","Snake","No","Yes","No"
"Pan_paniscus3","PhD and more",1552,143,"Pan_panisucs","Mammal","Primate","No","Yes","No"
"Lycaon_pictus","High school + Middle school",1555.2,144,"Lycaon_pictus","Mammal","Canidae","Yes","Yes","Yes"
"Acinonyx_jubatus","High school diploma",1604,144,"Acinonyx_jubatus","Mammal","Felidae","Yes","Yes","Yes"
"Panthera_tigris2","Kindergarten + Primary school",1537.7,144,"Panthera_tigris","Mammal","Felidae","Yes","No","Yes"
"Pardofelis_temminckii","Master's degree",1617.6,144,"Pardofelis_temminckii","Mammal","Felidae","Yes","Yes","No"
"Gorilla_Gorilla_Beringei","One/two/three-year technical/university degree",1612.5,144,"Gorilla_Gorilla_Beringei","Mammal","Primate","No","No","Yes"
"Libellula_quadrimaculata","Other",1535.2,144,"Libellula_quadrimaculata","Insect","Odonata","No","Yes","No"
"Conolophus_pallidus","PhD and more",1613.5,144,"Conolophus_pallidus","Squamata","Lizard","No","No","No"
"Thomisus_onustus","High school + Middle school",1583.6,145,"Thomisus_onustus","Spider","Spider","No","Yes","No"
"Otocolobus_manul","High school diploma",1562.9,145,"Otocolobus_manul","Mammal","Felidae","No","Yes","No"
"Vicugna_pacos","Kindergarten + Primary school",1552.3,145,"Vicugna_pacos","Mammal","Ungulate","No","No","No"
"Sus_scrofa","Master's degree",1578.6,145,"Sus_scrofa","Mammal","Ungulate","No","No","Yes"
"Sarcophilus_harrisii","One/two/three-year technical/university degree",1575,145,"Sarcophilus_harrisii","Mammal","Marsupial","No","Yes","No"
"Macaca_fuscata","Other",1551,145,"Macaca_fuscata","Mammal","Primate","No","Yes","No"
"Thomisus_onustus","PhD and more",1600.6,145,"Thomisus_onustus","Spider","Spider","No","Yes","No"
"Thalassarche_cauta","High school + Middle school",1564.7,146,"Thalassarche_cauta","Bird","Bird (not Raptor)","No","No","No"
"Helarctos_malayanus","High school diploma",1577.9,146,"Helarctos_malayanus","Mammal","Ursus","No","No","No"
"Lynx_rufus2","Kindergarten + Primary school",1541.9,146,"Lynx_rufus","Mammal","Felidae","No","Yes","No"
"Iguana_iguana","Master's degree",1502.9,146,"Iguana_iguana","Squamata","Lizard","No","No","No"
"Acryllium_vulturinum","One/two/three-year technical/university degree",1548.5,146,"Acryllium_vulturinum","Bird","Bird (not Raptor)","No","No","No"
"Panthera_tigris2","Other",1527.4,146,"Panthera_tigris","Mammal","Felidae","Yes","No","Yes"
"Gulo_gulo2","PhD and more",1532.8,146,"Gulo_gulo","Mammal","Mustelidae","No","Yes","No"
"Mandrillus_sphinx","High school + Middle school",1565.5,147,"Mandrillus_sphinx","Mammal","Primate","No","No","Yes"
"Bison_bonasus2","High school diploma",1604.5,147,"Bison_bonasus","Mammal","Ungulate","No","No","No"
"Lynx_rufus","Kindergarten + Primary school",1543.6,147,"Lynx_rufus","Mammal","Felidae","No","Yes","No"
"Cryptoprocto _ferox","Master's degree",1517.9,147,"Cryptoprocto_ferox","Mammal","Felidae","Yes","No","No"
"Panthera_pardus2","One/two/three-year technical/university degree",1617.3,147,"Panthera_pardus","Mammal","Felidae","Yes","No","Yes"
"Pan_paniscus","Other",1543.1,147,"Pan_panisucs","Mammal","Primate","No","Yes","No"
"Sarcophilus_harrisii","PhD and more",1615.8,147,"Sarcophilus_harrisii","Mammal","Marsupial","No","Yes","No"
"Ursus_thibetanus","High school + Middle school",1594.3,148,"Ursus_thibetanus","Mammal","Ursus","No","Yes","Yes"
"Canis_lupus","High school diploma",1619,148,"Canis_lupus_","Mammal","Canidae","Yes","Yes","Yes"
"Rhyticeros_cassidix","Kindergarten + Primary school",1545.6,148,"Rhyticeros_cassidix","Bird","Bird (not Raptor)","No","No","No"
"Gyps_rueppelli","Master's degree",1569.6,148,"Gyps_rueppelli","Bird","Raptor","No","No","No"
"Buteo_galapagoensis","One/two/three-year technical/university degree",1514.3,148,"Buteo_galapagoensis","Bird","Raptor","No","Yes","No"
"Sarcophilus_harrisii","Other",1565.3,148,"Sarcophilus_harrisii","Mammal","Marsupial","No","Yes","No"
"Intellagama_lesueurii","PhD and more",1566,148,"Intellagama_lesueurii","Squamata","Lizard","No","Yes","No"
"Gymnogyps_californianus","High school + Middle school",1555.9,149,"Gymnogyps_californianus","Bird","Raptor","No","No","No"
"Aquila_chrysaetos","High school diploma",1568.5,149,"Aquila_chrysaetos","Bird","Raptor","No","No","No"
"Papio_hamadryas","Kindergarten + Primary school",1531.4,149,"Papio_hamadryas","Mammal","Primate","No","No","No"
"Gorilla_Gorilla_Beringei","Master's degree",1635.6,149,"Gorilla_Gorilla_Beringei","Mammal","Primate","No","No","Yes"
"Cairina_moschata","One/two/three-year technical/university degree",1598.9,149,"Cairina_moschata","Bird","Bird (not Raptor)","No","Yes","No"
"Gorilla_Gorilla_Beringei","Other",1557.8,149,"Gorilla_Gorilla_Beringei","Mammal","Primate","No","No","Yes"
"Gymnogyps_californianus","PhD and more",1603.6,149,"Gymnogyps_californianus","Bird","Raptor","No","No","No"
"Leptoptilos_crumenifer","High school + Middle school",1568.4,150,"Leptoptilos_crumenifer","Bird","Bird (not Raptor)","No","No","No"
"Heterocephalus_glaber","High school diploma",1581.2,150,"Heterocephalus_glaber","Mammal","Rodent","No","No","No"
"Callithrix_argentata","Kindergarten + Primary school",1550.8,150,"Callithrix_argentata","Mammal","Primate","No","No","No"
"Sarcophilus_harrisii","Master's degree",1608.8,150,"Sarcophilus_harrisii","Mammal","Marsupial","No","Yes","No"
"Gorilla_gorilla_gorilla","One/two/three-year technical/university degree",1652.2,150,"Gorilla_Gorilla_Gorilla","Mammal","Primate","No","No","Yes"
"Buprestidae","Other",1542.9,150,"Buprestidae","Insect","Coleoptera","No","No","No"
"Pardofelis_temminckii","PhD and more",1635.2,150,"Pardofelis_temminckii","Mammal","Felidae","Yes","Yes","No"
"Macronectes_halli","High school + Middle school",1561.6,151,"Macronectes_halli","Bird","Bird (not Raptor)","No","No","No"
"Papillon","High school diploma",1586.5,151,"Papillon","Insect","Lepidoptera","No","No","No"
"Buprestidae","Kindergarten + Primary school",1530.6,151,"Buprestidae","Insect","Coleoptera","No","No","No"
"Pithecia pithecia2","Master's degree",1566.8,151,"Pithecia_pithecia","Mammal","Primate","No","No","No"
"Pan_troglodytes","One/two/three-year technical/university degree",1633,151,"Pan_troglodytes","Mammal","Primate","Yes","No","Yes"
"Malayopython_reticulatus","Other",1567,151,"Malayopython_reticulatus","Squamata","Snake","Yes","Yes","Yes"
"Ateles_hybridus","PhD and more",1588,151,"Ateles_hybridus","Mammal","Primate","No","No","No"
"Lycaon_pictus2","High school + Middle school",1610.6,152,"Lycaon_pictus","Mammal","Canidae","Yes","Yes","Yes"
"Lynx_rufus2","High school diploma",1618.1,152,"Lynx_rufus","Mammal","Felidae","No","Yes","No"
"Choloepus_didactylus2","Kindergarten + Primary school",1564.6,152,"Choloepus_didactylus","Mammal","Xenarthra","No","No","No"
"Tockus_flavirostris","Master's degree",1544.3,152,"Tockus_flavirostris","Bird","Bird (not Raptor)","No","No","No"
"Plathyrrhinus_fusciventris","One/two/three-year technical/university degree",1580.3,152,"Platyrrhinus_fusciventris","Mammal","Chiroptera","No","No","No"
"Gulo_gulo","Other",1557.3,152,"Gulo_gulo","Mammal","Mustelidae","No","Yes","No"
"Cryptoprocto _ferox","PhD and more",1598.5,152,"Cryptoprocto_ferox","Mammal","Felidae","Yes","No","No"
"Numida_meleagris","High school + Middle school",1629.6,153,"Numida_meleagris","Bird","Bird (not Raptor)","No","No","No"
"Panthera_leo2","High school diploma",1586.4,153,"Panthera_leo","Mammal","Felidae","Yes","No","Yes"
"Aquila_chrysaetos","Kindergarten + Primary school",1552.5,153,"Aquila_chrysaetos","Bird","Raptor","No","No","No"
"Podarcis_muralis","Master's degree",1559.8,153,"Podarcis_muralis","Squamata","Lizard","No","Yes","No"
"Hemicentetes_semispinosus","One/two/three-year technical/university degree",1563.1,153,"Hemicentetes_semispinosus","Mammal","Tenrecidae","No","No","No"
"Crocuta_crocuta","Other",1566.6,153,"Crocuta_crocuta","Mammal","Hyenidae","Yes","No","Yes"
"Pithecia pithecia2","PhD and more",1594.1,153,"Pithecia_pithecia","Mammal","Primate","No","No","No"
"Hemicentetes_semispinosus","High school + Middle school",1560.8,154,"Hemicentetes_semispinosus","Mammal","Tenrecidae","No","No","No"
"Calliphora_vomitoria","High school diploma",1638.6,154,"Calliphora_vomitoria","Insect","Diptera","No","No","No"
"Varecia_rubra","Kindergarten + Primary school",1544.5,154,"Varecia_rubra","Mammal","Primate","No","No","No"
"Acinonyx_jubatus","Master's degree",1609.3,154,"Acinonyx_jubatus","Mammal","Felidae","Yes","Yes","Yes"
"Daubentonia_madagascariensis","One/two/three-year technical/university degree",1594.8,154,"Daubentonia_madagascariensis","Mammal","Primate","No","No","No"
"Pogona_vitticeps","Other",1614.6,154,"Pogona_vitticeps","Squamata","Lizard","No","Yes","No"
"Canis_lupus_familiaris","PhD and more",1664.6,154,"Canis_lupus_familiaris","Mammal","Canidae","No","Yes","Yes"
"Bison_bonasus","High school + Middle school",1621.1,155,"Bison_bonasus","Mammal","Ungulate","No","No","No"
"Python_bivittatus","High school diploma",1631.5,155,"Python_bivittatus","Squamata","Snake","Yes","Yes","Yes"
"Panthera_pardus","Kindergarten + Primary school",1559.9,155,"Panthera_pardus","Mammal","Felidae","Yes","No","Yes"
"Lycaon_pictus","Master's degree",1655.6,155,"Lycaon_pictus","Mammal","Canidae","Yes","Yes","Yes"
"Desmodus_rotondus","One/two/three-year technical/university degree",1521.7,155,"Desmodus_rotundus","Mammal","Chiroptera","No","Yes","No"
"Thomisus_onustus","Other",1590.6,155,"Thomisus_onustus","Spider","Spider","No","Yes","No"
"Loxodonta_africana","PhD and more",1594.8,155,"Loxodonta_africana","Mammal","Ungulate","No","No","Yes"
"Artibeus_planirostris","High school + Middle school",1561.9,156,"Artibeus_planirostris","Mammal","Chiroptera","No","No","No"
"Intellagama_lesueurii","High school diploma",1574.6,156,"Intellagama_lesueurii","Squamata","Lizard","No","Yes","No"
"Harpia_Harpyja","Kindergarten + Primary school",1553.2,156,"Harpia_Harpyja","Bird","Raptor","Yes","No","No"
"Daubentonia_madagascariensis","Master's degree",1634.1,156,"Daubentonia_madagascariensis","Mammal","Primate","No","No","No"
"Balaeniceps_rex","One/two/three-year technical/university degree",1642.8,156,"Balaeniceps_rex","Bird","Bird (not Raptor)","No","No","No"
"Gorilla_gorilla_gorilla","Other",1604.1,156,"Gorilla_Gorilla_Gorilla","Mammal","Primate","No","No","Yes"
"Malpolon_monspessulanus","PhD and more",1639.1,156,"Malpolon_monspessulanus","Squamata","Snake","No","Yes","No"
"Puma_concolor","High school + Middle school",1582.3,157,"Puma_concolor","Mammal","Felidae","Yes","No","Yes"
"Hyles_euphorbiae","High school diploma",1609.1,157,"Hyles_euphorbiae","Insect","Lepidoptera","No","No","No"
"Rhinopithecus_roxellana","Kindergarten + Primary school",1578.2,157,"Rhinopithecus_roxellana","Mammal","Primate","No","No","No"
"Bison_bonasus2","Master's degree",1687.1,157,"Bison_bonasus","Mammal","Ungulate","No","No","No"
"Podarcis_muralis","One/two/three-year technical/university degree",1620.1,157,"Podarcis_muralis","Squamata","Lizard","No","Yes","No"
"Pan_troglodytes2","Other",1607.8,157,"Pan_troglodytes","Mammal","Primate","Yes","No","Yes"
"Leptoptilos_crumenifer","PhD and more",1639.8,157,"Leptoptilos_crumenifer","Bird","Bird (not Raptor)","No","No","No"
"Phacochoerus_africanus","High school + Middle school",1604.4,158,"Phacochoerus_africanus","Mammal","Ungulate","No","No","No"
"Macronectes_halli","High school diploma",1657.4,158,"Macronectes_halli","Bird","Bird (not Raptor)","No","No","No"
"Podarcis_muralis","Kindergarten + Primary school",1553.9,158,"Podarcis_muralis","Squamata","Lizard","No","Yes","No"
"Vespula_germanica","Master's degree",1628.2,158,"Vespula_germanica","Insect","Hymenoptera","No","Yes","Yes"
"Gymnogyps_californianus","One/two/three-year technical/university degree",1612.5,158,"Gymnogyps_californianus","Bird","Raptor","No","No","No"
"Gypaetus_barbatus","Other",1590.9,158,"Gypaetus_barbatus","Bird","Raptor","No","Yes","No"
"Corvus","PhD and more",1625.1,158,"Corvus","Bird","Bird (not Raptor)","No","No","No"
"Dendroaspis_angusticeps","High school + Middle school",1597.5,159,"Dendroaspis_angusticeps","Squamata","Snake","No","Yes","Yes"
"Amblyrhynchus_cristatus","High school diploma",1583.8,159,"Amblyrhynchus_cristatus","Squamata","Lizard","No","No","No"
"Iguana_iguana","Kindergarten + Primary school",1549.4,159,"Iguana_iguana","Squamata","Lizard","No","No","No"
"Lynx_rufus2","Master's degree",1583.7,159,"Lynx_rufus","Mammal","Felidae","No","Yes","No"
"Iguana_iguana","One/two/three-year technical/university degree",1601.3,159,"Iguana_iguana","Squamata","Lizard","No","No","No"
"Intellagama_lesueurii","Other",1582.5,159,"Intellagama_lesueurii","Squamata","Lizard","No","Yes","No"
"Macaca_fuscata","PhD and more",1682.6,159,"Macaca_fuscata","Mammal","Primate","No","Yes","No"
"Cynictis_penicillata","High school + Middle school",1596,160,"Cynictis_penicillata","Mammal","Mongoose","No","Yes","No"
"Mandrillus_sphinx","High school diploma",1690.5,160,"Mandrillus_sphinx","Mammal","Primate","No","No","Yes"
"Calliphora_vomitoria","Kindergarten + Primary school",1559.3,160,"Calliphora_vomitoria","Insect","Diptera","No","No","No"
"Geronticus_eremita","Master's degree",1664.3,160,"Geronticus_eremita","Bird","Bird (not Raptor)","No","Yes","No"
"Gulo_gulo2","One/two/three-year technical/university degree",1541,160,"Gulo_gulo","Mammal","Mustelidae","No","Yes","No"
"Ursus_thibetanus","Other",1579.4,160,"Ursus_thibetanus","Mammal","Ursus","No","Yes","Yes"
"Lynx_rufus","PhD and more",1695.4,160,"Lynx_rufus","Mammal","Felidae","No","Yes","No"
"Crocuta_crocuta","High school + Middle school",1641.5,161,"Crocuta_crocuta","Mammal","Hyenidae","Yes","No","Yes"
"Desmodus_rotondus","High school diploma",1605.1,161,"Desmodus_rotundus","Mammal","Chiroptera","No","Yes","No"
"Mandrillus_sphinx2","Kindergarten + Primary school",1562.8,161,"Mandrillus_sphinx","Mammal","Primate","No","No","Yes"
"Helarctos_malayanus","Master's degree",1650.6,161,"Helarctos_malayanus","Mammal","Ursus","No","No","No"
"Panthera_uncia","One/two/three-year technical/university degree",1595.9,161,"Panthera_uncia","Mammal","Felidae","Yes","No","Yes"
"Hippopotamus_amphibius","Other",1614.6,161,"Hippopotamus_amphibius","Mammal","Ungulate","No","No","Yes"
"Mandrillus_sphinx2","PhD and more",1662.7,161,"Mandrillus_sphinx","Mammal","Primate","No","No","Yes"
"Geronticus_eremita","High school + Middle school",1610.4,162,"Geronticus_eremita","Bird","Bird (not Raptor)","No","Yes","No"
"Ursus_maritimus","High school diploma",1612.8,162,"Ursus_maritimus","Mammal","Ursus","Yes","No","Yes"
"Nasua_narica","Kindergarten + Primary school",1550.9,162,"Nasua_narica","Mammal","Procyonide","No","No","No"
"Arctocephalus forsteri","Master's degree",1517.7,162,"Arctocephalus_forsteri","Mammal","Sea lion","No","Yes","No"
"Vespula_germanica","One/two/three-year technical/university degree",1605.8,162,"Vespula_germanica","Insect","Hymenoptera","No","Yes","Yes"
"Laticauda_laticaudata","Other",1613.6,162,"Laticauda_laticaudata","Squamata","Snake","No","Yes","No"
"Crotalus2","PhD and more",1680.1,162,"Crotalus_atrox","Squamata","Snake","No","Yes","Yes"
"Evarcha_arcuata","High school + Middle school",1620,163,"Evarcha_arcuata","Spider","Spider","No","Yes","No"
"Spalax","High school diploma",1622,163,"Spalax","Mammal","Rodent","No","No","No"
"Panthera_pardus2","Kindergarten + Primary school",1581.1,163,"Panthera_pardus","Mammal","Felidae","Yes","No","Yes"
"Panthera_pardus2","Master's degree",1684.6,163,"Panthera_pardus","Mammal","Felidae","Yes","No","Yes"
"Helarctos_malayanus","One/two/three-year technical/university degree",1581.7,163,"Helarctos_malayanus","Mammal","Ursus","No","No","No"
"Mygale","Other",1622,163,"Mygale","Spider","Spider","No","Yes","No"
"Python_regius","PhD and more",1697,163,"Python_regius","Squamata","Snake","No","Yes","No"
"Porphyrio_hochstetteri","High school + Middle school",1605,164,"Porphyrio_hochstetteri","Bird","Bird (not Raptor)","No","No","No"
"Podarcis_muralis","High school diploma",1679.2,164,"Podarcis_muralis","Squamata","Lizard","No","Yes","No"
"Hypsignathus_monstrosus","Kindergarten + Primary school",1573.1,164,"Hypsignathus_monstrosu","Mammal","Chiroptera","No","No","No"
"Hypsignathus_monstrosus","Master's degree",1624.2,164,"Hypsignathus_monstrosu","Mammal","Chiroptera","No","No","No"
"Mandrillus_sphinx2","One/two/three-year technical/university degree",1644.1,164,"Mandrillus_sphinx","Mammal","Primate","No","No","Yes"
"Panthera_onca3","Other",1613.8,164,"Panthera_onca","Mammal","Felidae","Yes","No","Yes"
"Papio_hamadryas","PhD and more",1652.4,164,"Papio_hamadryas","Mammal","Primate","No","No","No"
"Hyaena_hyaena","High school + Middle school",1621,165,"Hyaena_hyaena","Mammal","Hyenidae","Yes","No","Yes"
"Ursus_thibetanus","High school diploma",1650.5,165,"Ursus_thibetanus","Mammal","Ursus","No","Yes","Yes"
"Strophurus","Kindergarten + Primary school",1600.2,165,"Strophurus_","Squamata","Lizard","No","Yes","No"
"Canis_lupus","Master's degree",1676.2,165,"Canis_lupus_","Mammal","Canidae","Yes","Yes","Yes"
"Gyps_rueppelli","One/two/three-year technical/university degree",1647.5,165,"Gyps_rueppelli","Bird","Raptor","No","No","No"
"Bison_bonasus","Other",1629.8,165,"Bison_bonasus","Mammal","Ungulate","No","No","No"
"Pan_troglodytes","PhD and more",1571.4,165,"Pan_troglodytes","Mammal","Primate","Yes","No","Yes"
"Vipera_ammodytes","High school + Middle school",1649.9,166,"Vipera_ammodytes","Squamata","Snake","No","Yes","Yes"
"Papio_hamadryas","High school diploma",1668,166,"Papio_hamadryas","Mammal","Primate","No","No","No"
"Bubo_bubo","Kindergarten + Primary school",1558.7,166,"Bubo_bubo","Bird","Raptor","No","Yes","No"
"Theropithecus_gelada","Master's degree",1658.5,166,"Theropithecus_gelada","Mammal","Primate","No","No","No"
"Mandrillus_sphinx","One/two/three-year technical/university degree",1662.1,166,"Mandrillus_sphinx","Mammal","Primate","No","No","Yes"
"Panthera_onca_2","Other",1587,166,"Panthera_onca","Mammal","Felidae","Yes","No","Yes"
"Vespula_germanica","PhD and more",1652.6,166,"Vespula_germanica","Insect","Hymenoptera","No","Yes","Yes"
"Canis_lupus","High school + Middle school",1615.5,167,"Canis_lupus_","Mammal","Canidae","Yes","Yes","Yes"
"Lynx_rufus","High school diploma",1620.3,167,"Lynx_rufus","Mammal","Felidae","No","Yes","No"
"Crocuta_crocuta","Kindergarten + Primary school",1571,167,"Crocuta_crocuta","Mammal","Hyenidae","Yes","No","Yes"
"Mandrillus_sphinx","Master's degree",1603.4,167,"Mandrillus_sphinx","Mammal","Primate","No","No","Yes"
"Lynx_rufus","One/two/three-year technical/university degree",1599.5,167,"Lynx_rufus","Mammal","Felidae","No","Yes","No"
"Canis_lupus_familiaris","Other",1627.4,167,"Canis_lupus_familiaris","Mammal","Canidae","No","Yes","Yes"
"Hyaena_hyaena","PhD and more",1731.6,167,"Hyaena_hyaena","Mammal","Hyenidae","Yes","No","Yes"
"Intellagama_lesueurii","High school + Middle school",1615.1,168,"Intellagama_lesueurii","Squamata","Lizard","No","Yes","No"
"Crotalus_atrox","High school diploma",1683,168,"Crotalus_atrox","Squamata","Snake","No","Yes","Yes"
"Panthera_pardus_3","Kindergarten + Primary school",1575.5,168,"Panthera_pardus","Mammal","Felidae","Yes","No","Yes"
"Panthera_pardus_3","Master's degree",1717.1,168,"Panthera_pardus","Mammal","Felidae","Yes","No","Yes"
"Lycaon_pictus","One/two/three-year technical/university degree",1639.5,168,"Lycaon_pictus","Mammal","Canidae","Yes","Yes","Yes"
"Lynx_rufus","Other",1609,168,"Lynx_rufus","Mammal","Felidae","No","Yes","No"
"Ursus_thibetanus","PhD and more",1677.6,168,"Ursus_thibetanus","Mammal","Ursus","No","Yes","Yes"
"Panthera_pardus2","High school + Middle school",1632.1,169,"Panthera_pardus","Mammal","Felidae","Yes","No","Yes"
"Puma_concolor","High school diploma",1684.6,169,"Puma_concolor","Mammal","Felidae","Yes","No","Yes"
"Alligator_mississippiensis","Kindergarten + Primary school",1576.9,169,"Alligator_mississippiensis","Squamata","Crocodile","Yes","Yes","Yes"
"Conolophus_pallidus","Master's degree",1667.7,169,"Conolophus_pallidus","Squamata","Lizard","No","No","No"
"Conolophus_pallidus","One/two/three-year technical/university degree",1665.5,169,"Conolophus_pallidus","Squamata","Lizard","No","No","No"
"Morelia_spilota","Other",1628.4,169,"Morelia_spilota","Squamata","Snake","No","Yes","No"
"Python_bivittatus","PhD and more",1673.7,169,"Python_bivittatus","Squamata","Snake","Yes","Yes","Yes"
"Panthera_pardus_3","High school + Middle school",1615.9,170,"Panthera_pardus","Mammal","Felidae","Yes","No","Yes"
"Hippopotamus_amphibius","High school diploma",1637.3,170,"Hippopotamus_amphibius","Mammal","Ungulate","No","No","Yes"
"Porphyrio_hochstetteri","Kindergarten + Primary school",1564.9,170,"Porphyrio_hochstetteri","Bird","Bird (not Raptor)","No","No","No"
"Desmodus_rotondus","Master's degree",1633.4,170,"Desmodus_rotundus","Mammal","Chiroptera","No","Yes","No"
"Bison_bonasus2","One/two/three-year technical/university degree",1699.2,170,"Bison_bonasus","Mammal","Ungulate","No","No","No"
"Vespula_germanica","Other",1653.2,170,"Vespula_germanica","Insect","Hymenoptera","No","Yes","Yes"
"Mygale","PhD and more",1641.3,170,"Mygale","Spider","Spider","No","Yes","No"
"Hypsignathus_monstrosus","High school + Middle school",1638.6,171,"Hypsignathus_monstrosu","Mammal","Chiroptera","No","No","No"
"Gorilla_gorilla_gorilla","High school diploma",1639.9,171,"Gorilla_Gorilla_Gorilla","Mammal","Primate","No","No","Yes"
"Ateles_paniscus","Kindergarten + Primary school",1564.6,171,"Ateles_paniscus","Mammal","Primate","No","No","No"
"Gorilla_gorilla_gorilla","Master's degree",1666,171,"Gorilla_Gorilla_Gorilla","Mammal","Primate","No","No","Yes"
"Hypsignathus_monstrosus","One/two/three-year technical/university degree",1659.3,171,"Hypsignathus_monstrosu","Mammal","Chiroptera","No","No","No"
"Panthera_leo2","Other",1644.1,171,"Panthera_leo","Mammal","Felidae","Yes","No","Yes"
"Lynx_rufus2","PhD and more",1628.7,171,"Lynx_rufus","Mammal","Felidae","No","Yes","No"
"Acinonyx_jubatus2","High school + Middle school",1652.8,172,"Acinonyx_jubatus","Mammal","Felidae","Yes","Yes","Yes"
"Panthera_pardus2","High school diploma",1655.2,172,"Panthera_pardus","Mammal","Felidae","Yes","No","Yes"
"Panthera_onca3","Kindergarten + Primary school",1586.9,172,"Panthera_onca","Mammal","Felidae","Yes","No","Yes"
"Ursus_maritimus","Master's degree",1651.4,172,"Ursus_maritimus","Mammal","Ursus","Yes","No","Yes"
"Panthera_tigris2","One/two/three-year technical/university degree",1669.3,172,"Panthera_tigris","Mammal","Felidae","Yes","No","Yes"
"Hyaena_hyaena","Other",1658.4,172,"Hyaena_hyaena","Mammal","Hyenidae","Yes","No","Yes"
"Gorilla_Gorilla_Beringei","PhD and more",1682,172,"Gorilla_Gorilla_Beringei","Mammal","Primate","No","No","Yes"
"Iguana_iguana","High school + Middle school",1597,173,"Iguana_iguana","Squamata","Lizard","No","No","No"
"Panthera_leo3","High school diploma",1606.5,173,"Panthera_leo","Mammal","Felidae","Yes","No","Yes"
"Laticauda_laticaudata","Kindergarten + Primary school",1582.8,173,"Laticauda_laticaudata","Squamata","Snake","No","Yes","No"
"Panthera_tigris2","Master's degree",1675.5,173,"Panthera_tigris","Mammal","Felidae","Yes","No","Yes"
