"Name","Academic","EloScore","EloRank","Species","Group","Subgroup","PredatorPrimates","Predator","Dangerous"
"Athene_noctua2","Master's degree",1365.1,69,"Athene_noctua","Bird","Bird (not Raptor)","No","Yes","No"
"Pan_paniscus3","One/two/three-year technical/university degree",1441.6,69,"Pan_panisucs","Mammal","Primate","No","Yes","No"
"Nasua_narica","Other",1423.3,69,"Nasua_narica","Mammal","Procyonide","No","No","No"
"Callithrix_penicillata","PhD and more",1396.8,69,"Callithrix_penicillata","Mammal","Primate","No","No","No"
"Romalea_microptera","High school + Middle school",1375.3,70,"Romalea_microptera","Insect","Orthoptere","No","No","No"
"Pogona_vitticeps","High school diploma",1414.2,70,"Pogona_vitticeps","Squamata","Lizard","No","Yes","No"
"Pan_troglodytes2","Kindergarten + Primary school",1454.3,70,"Pan_troglodytes","Mammal","Primate","Yes","No","Yes"
"Romalea_microptera","Master's degree",1384.9,70,"Romalea_microptera","Insect","Orthoptere","No","No","No"
"Pteropus_conspicillatus","One/two/three-year technical/university degree",1458.2,70,"Pteropus_conspicillatus","Mammal","Chiroptera","No","No","No"
"Taricha_torosa","Other",1426.1,70,"Taricha_torosa","Squamata","Amphibia","No","Yes","No"
"Incilius_alvarius","PhD and more",1397.7,70,"Incilius_alvarius","Squamata","Amphibia","No","Yes","No"
"Pamphagidae","High school + Middle school",1423.2,71,"Pamphagidae","Insect","Orthoptere","No","No","No"
"Pan_paniscus2","High school diploma",1526.7,71,"Pan_panisucs","Mammal","Primate","No","Yes","No"
"Suricata_suricatta","Kindergarten + Primary school",1446.1,71,"Suricata_suricatta","Mammal","Mongoose","No","Yes","No"
"Hylobates_agilis","Master's degree",1330.3,71,"Hylobates_agilis","Mammal","Primate","No","No","No"
"Cynictis_penicillata","One/two/three-year technical/university degree",1491.1,71,"Cynictis_penicillata","Mammal","Mongoose","No","Yes","No"
"Pan_paniscus2","Other",1435.7,71,"Pan_panisucs","Mammal","Primate","No","Yes","No"
"Giraffa_camelopardalis_reticulata","PhD and more",1332,71,"Giraffa_camelopardalis_reticulata","Mammal","Ungulate","No","No","No"
"Vulpes_zerda","High school + Middle school",1386.9,72,"Vulpes_zerda","Mammal","Canidae","No","Yes","No"
"Propithecus_verreauxi","High school diploma",1419.5,72,"Propithecus_verreauxi","Mammal","Primate","No","No","No"
"Propithecus_coquereli","Kindergarten + Primary school",1452.5,72,"Propithecus_coquereli","Mammal","Primate","No","No","No"
"Litoria_infrafrenata","Master's degree",1365.1,72,"Litoria_infrafrenata","Squamata","Amphibia","No","Yes","No"
"Varecia_variegata","One/two/three-year technical/university degree",1401.9,72,"Varecia_variegata","Mammal","Primate","No","No","No"
"Eulemur _coronatus","Other",1428.2,72,"Eulemur_coronatus","Mammal","Primate","No","No","No"
"Ailuropoda_melanoleuca","PhD and more",1309.9,72,"Ailuropoda_melanoleuca","Mammal","Ursus","No","No","No"
"Nasua_nasua","High school + Middle school",1428.3,73,"Nasua_nasua","Mammal","Procyonide","No","No","No"
"Haematopus_ater","High school diploma",1351.3,73,"Haematopus_ater","Bird","Bird (not Raptor)","No","Yes","No"
"Cynictis_penicillata","Kindergarten + Primary school",1451.2,73,"Cynictis_penicillata","Mammal","Mongoose","No","Yes","No"
"Aepyceros_melampus","Master's degree",1387.5,73,"Aepyceros_melampus","Mammal","Ungulate","No","No","No"
"Rhyticeros_cassidix","One/two/three-year technical/university degree",1416.1,73,"Rhyticeros_cassidix","Bird","Bird (not Raptor)","No","No","No"
"Didelphis_virginiana","Other",1423,73,"Didelphis_virginiana","Mammal","Marsupial","No","No","No"
"Macropus_rufogriseus","PhD and more",1377.5,73,"Macropus_rufogriseus","Mammal","Marsupial","No","No","No"
"Sula_nebouxii","High school + Middle school",1416.9,74,"Sula_nebouxii","Bird","Bird (not Raptor)","No","Yes","No"
"Vicugna_pacos2","High school diploma",1372.8,74,"Vicugna_pacos","Mammal","Ungulate","No","No","No"
"Haematopus_ater","Kindergarten + Primary school",1449,74,"Haematopus_ater","Bird","Bird (not Raptor)","No","Yes","No"
"Rhyticeros_cassidix","Master's degree",1437.1,74,"Rhyticeros_cassidix","Bird","Bird (not Raptor)","No","No","No"
"Strophurus","One/two/three-year technical/university degree",1507.6,74,"Strophurus_","Squamata","Lizard","No","Yes","No"
"Arctocephalus_forsteri2","Other",1410.1,74,"Arctocephalus_forsteri","Mammal","Sea lion","No","Yes","No"
"Psittacus_erithacus","PhD and more",1420.6,74,"Psittacus_erithacus","Bird","Bird (not Raptor)","No","No","No"
"Canis_lupus_familiaris","High school + Middle school",1458,75,"Canis_lupus_familiaris","Mammal","Canidae","No","Yes","Yes"
"Geronticus_eremita","High school diploma",1433.5,75,"Geronticus_eremita","Bird","Bird (not Raptor)","No","Yes","No"
"Euphractus _sexcinctus","Kindergarten + Primary school",1465.9,75,"Euphractus_sexcinctus","Mammal","Xenarthra","No","No","No"
"Incilius_alvarius2","Master's degree",1420.6,75,"Incilius_alvarius","Squamata","Amphibia","No","Yes","No"
"Pan_paniscus","One/two/three-year technical/university degree",1416.6,75,"Pan_panisucs","Mammal","Primate","No","Yes","No"
"Saiga_tatarica","Other",1445.1,75,"Saiga_tatarica","Mammal","Ungulate","No","No","No"
"Vicugna_pacos2","PhD and more",1378.1,75,"Vicugna_pacos","Mammal","Ungulate","No","No","No"
"Gypaetus_barbatus","High school + Middle school",1435.1,76,"Gypaetus_barbatus","Bird","Raptor","No","Yes","No"
"Varecia_rubra","High school diploma",1387.6,76,"Varecia_rubra","Mammal","Primate","No","No","No"
"Hyles_euphorbiae","Kindergarten + Primary school",1459.7,76,"Hyles_euphorbiae","Insect","Lepidoptera","No","No","No"
"Chroicocephalus_scopulinus","Master's degree",1375.1,76,"Chroicocephalus_scopulinus","Bird","Bird (not Raptor)","No","Yes","No"
"Didelphis_virginiana","One/two/three-year technical/university degree",1472.8,76,"Didelphis_virginiana","Mammal","Marsupial","No","No","No"
"Suricata_suricatta","Other",1399,76,"Suricata_suricatta","Mammal","Mongoose","No","Yes","No"
"Tapirus_indicus","PhD and more",1425.3,76,"Tapirus_indicus","Mammal","Ungulate","No","No","No"
"Papillon","High school + Middle school",1444.8,77,"Papillon","Insect","Lepidoptera","No","No","No"
"Incilius_alvarius2","High school diploma",1429.1,77,"Incilius_alvarius","Squamata","Amphibia","No","Yes","No"
"Vicugna_vicugna","Kindergarten + Primary school",1456.8,77,"Vicugna_vicugna","Mammal","Ungulate","No","No","No"
"Nyctereutes_procyonoides","Master's degree",1383.8,77,"Nyctereutes_procyonoides","Mammal","Canidae","No","Yes","No"
"Miopithecus_ogouensis","One/two/three-year technical/university degree",1400.7,77,"Miopithecus_ogouensis","Mammal","Primate","No","No","No"
"Propithecus_coquereli","Other",1446.3,77,"Propithecus_coquereli","Mammal","Primate","No","No","No"
"Leptailurus_serval","PhD and more",1466.4,77,"Leptailurus_serval","Mammal","Felidae","No","Yes","No"
"Pan_troglodytes2","High school + Middle school",1445,78,"Pan_troglodytes","Mammal","Primate","Yes","No","Yes"
"Leopardus_wiedii","High school diploma",1465,78,"Leopardus_wiedii","Mammal","Felidae","No","No","No"
"Macaca_silenus","Kindergarten + Primary school",1456.3,78,"Macaca_silenus","Mammal","Primate","No","Yes","No"
"Euphractus _sexcinctus","Master's degree",1424.8,78,"Euphractus_sexcinctus","Mammal","Xenarthra","No","No","No"
"Romalea_microptera","One/two/three-year technical/university degree",1413,78,"Romalea_microptera","Insect","Orthoptere","No","No","No"
"Struthio_camelus","Other",1453.7,78,"Struthio_camelus","Bird","Bird (not Raptor)","No","No","No"
"Didelphis_virginiana","PhD and more",1391.4,78,"Didelphis_virginiana","Mammal","Marsupial","No","No","No"
"Rattus_norvegicus","High school + Middle school",1391.8,79,"Rattus_norvegicus","Mammal","Rodent","No","No","No"
"Eudyptes_chrysocome","High school diploma",1441.8,79,"Eudyptes_chrysocome","Bird","Bird (not Raptor)","No","Yes","No"
"Ara_chloropterus","Kindergarten + Primary school",1451.9,79,"Ara_chloropterus","Bird","Bird (not Raptor)","No","No","No"
"Eulemur _coronatus2","Master's degree",1402.6,79,"Eulemur_coronatus","Mammal","Primate","No","No","No"
"Sula_sula","One/two/three-year technical/university degree",1456.6,79,"Sula_sula","Bird","Bird (not Raptor)","No","Yes","No"
"Sula_sula","Other",1445.9,79,"Sula_sula","Bird","Bird (not Raptor)","No","Yes","No"
"Tockus_flavirostris","PhD and more",1392.2,79,"Tockus_flavirostris","Bird","Bird (not Raptor)","No","No","No"
"Eudyptes_chrysocome","High school + Middle school",1479.7,80,"Eudyptes_chrysocome","Bird","Bird (not Raptor)","No","Yes","No"
"Loxodonta_africana","High school diploma",1496.1,80,"Loxodonta_africana","Mammal","Ungulate","No","No","Yes"
"Numida_meleagris","Kindergarten + Primary school",1458.3,80,"Numida_meleagris","Bird","Bird (not Raptor)","No","No","No"
"Sula_sula","Master's degree",1460,80,"Sula_sula","Bird","Bird (not Raptor)","No","Yes","No"
"Pan_paniscus4","One/two/three-year technical/university degree",1424.6,80,"Pan_panisucs","Mammal","Primate","No","Yes","No"
"Chelonoidis_porteri","Other",1439.2,80,"Chelonoidis_porteri","Squamata","Tortoise","No","No","No"
"Sula_nebouxii","PhD and more",1425.2,80,"Sula_nebouxii","Bird","Bird (not Raptor)","No","Yes","No"
"Cryptoprocto _ferox","High school + Middle school",1450.3,81,"Cryptoprocto_ferox","Mammal","Felidae","Yes","No","No"
"Necrosyrtes_monachus","High school diploma",1453.2,81,"Necrosyrtes_monachus","Bird","Raptor","No","No","No"
"Corvus","Kindergarten + Primary school",1456.3,81,"Corvus","Bird","Bird (not Raptor)","No","No","No"
"Porphyrio_hochstetteri","Master's degree",1500.9,81,"Porphyrio_hochstetteri","Bird","Bird (not Raptor)","No","No","No"
"Carlito_syrichta","One/two/three-year technical/university degree",1429.5,81,"Carlito_syrichta","Mammal","Primate","No","Yes","No"
"Rhinopithecus_roxellana","Other",1478.4,81,"Rhinopithecus_roxellana","Mammal","Primate","No","No","No"
"Thalassarche_cauta","PhD and more",1403.8,81,"Thalassarche_cauta","Bird","Bird (not Raptor)","No","No","No"
"Aonyx_cinereus","High school + Middle school",1395.9,82,"Aonyx_cinereus","Mammal","Mustelidae","No","Yes","No"
"Dasypus_novemcinctus","High school diploma",1480,82,"Dasypus_novemcinctus","Mammal","Xenarthra","No","No","No"
"Bison_bonasus2","Kindergarten + Primary school",1464,82,"Bison_bonasus","Mammal","Ungulate","No","No","No"
"Corvus","Master's degree",1430,82,"Corvus","Bird","Bird (not Raptor)","No","No","No"
"Ailurops_ursinus","One/two/three-year technical/university degree",1373.4,82,"Ailurops_ursinus","Mammal","Marsupial","No","No","No"
"Conolophus_pallidus","Other",1479.2,82,"Conolophus_pallidus","Squamata","Lizard","No","No","No"
"Miopithecus_ogouensis","PhD and more",1389.1,82,"Miopithecus_ogouensis","Mammal","Primate","No","No","No"
"Gyps_rueppelli","High school + Middle school",1492.1,83,"Gyps_rueppelli","Bird","Raptor","No","No","No"
"Varecia_variegata","High school diploma",1415.4,83,"Varecia_variegata","Mammal","Primate","No","No","No"
"Corvus2","Kindergarten + Primary school",1458.1,83,"Corvus","Bird","Bird (not Raptor)","No","No","No"
"Nasua_narica","Master's degree",1434.6,83,"Nasua_narica","Mammal","Procyonide","No","No","No"
"Corvus2","One/two/three-year technical/university degree",1474.2,83,"Corvus","Bird","Bird (not Raptor)","No","No","No"
"Necrosyrtes_monachus","Other",1470.4,83,"Necrosyrtes_monachus","Bird","Raptor","No","No","No"
"Callithrix_argentata","PhD and more",1374.2,83,"Callithrix_argentata","Mammal","Primate","No","No","No"
"Bufonidae","High school + Middle school",1450.4,84,"Bufonidae","Squamata","Amphibia","No","Yes","No"
"Lemur_catta","High school diploma",1458.2,84,"Lemur_catta","Mammal","Primate","No","Yes","No"
"Aepyceros_melampus","Kindergarten + Primary school",1463.7,84,"Aepyceros_melampus","Mammal","Ungulate","No","No","No"
"Numida_meleagris","Master's degree",1451.2,84,"Numida_meleagris","Bird","Bird (not Raptor)","No","No","No"
"Euphractus _sexcinctus","One/two/three-year technical/university degree",1429,84,"Euphractus_sexcinctus","Mammal","Xenarthra","No","No","No"
"Amblyrhynchus_cristatus","Other",1449.1,84,"Amblyrhynchus_cristatus","Squamata","Lizard","No","No","No"
"Canis_lupus_familiaris2","PhD and more",1466.2,84,"Canis_lupus_familiaris","Mammal","Canidae","No","Yes","Yes"
"Giraffa_camelopardalis_reticulata","High school + Middle school",1450,85,"Giraffa_camelopardalis_reticulata","Mammal","Ungulate","No","No","No"
"Pan_paniscus3","High school diploma",1374.2,85,"Pan_panisucs","Mammal","Primate","No","Yes","No"
"Gypaetus_barbatus2","Kindergarten + Primary school",1470.2,85,"Gypaetus_barbatus","Bird","Raptor","No","Yes","No"
"Callithrix_penicillata","Master's degree",1333.5,85,"Callithrix_penicillata","Mammal","Primate","No","No","No"
"Felis_catus","One/two/three-year technical/university degree",1427.2,85,"Felis_catus","Mammal","Felidae","No","Yes","No"
"Canis_lupus","Other",1434.1,85,"Canis_lupus_","Mammal","Canidae","Yes","Yes","Yes"
"Pan_paniscus","PhD and more",1444.3,85,"Pan_panisucs","Mammal","Primate","No","Yes","No"
"Tapirus_indicus","High school + Middle school",1452.9,86,"Tapirus_indicus","Mammal","Ungulate","No","No","No"
"Nyctereutes_procyonoides","High school diploma",1435.8,86,"Nyctereutes_procyonoides","Mammal","Canidae","No","Yes","No"
"Vipera_aspis","Kindergarten + Primary school",1477.1,86,"Vipera_aspis","Squamata","Snake","No","Yes","Yes"
"Tapirus_indicus","Master's degree",1447.8,86,"Tapirus_indicus","Mammal","Ungulate","No","No","No"
"Nasua_narica","One/two/three-year technical/university degree",1510.4,86,"Nasua_narica","Mammal","Procyonide","No","No","No"
"Leopardus_wiedii","Other",1450.2,86,"Leopardus_wiedii","Mammal","Felidae","No","No","No"
"Arctocephalus forsteri","PhD and more",1439.4,86,"Arctocephalus_forsteri","Mammal","Sea lion","No","Yes","No"
"Macropus_rufogriseus","High school + Middle school",1450.7,87,"Macropus_rufogriseus","Mammal","Marsupial","No","No","No"
"Sus_scrofa","High school diploma",1457.3,87,"Sus_scrofa","Mammal","Ungulate","No","No","Yes"
"Tauraco_leucotis","Kindergarten + Primary school",1472,87,"Tauraco_leucotis","Bird","Bird (not Raptor)","No","No","No"
"Corvus2","Master's degree",1421.7,87,"Corvus","Bird","Bird (not Raptor)","No","No","No"
"Gypaetus_barbatus","One/two/three-year technical/university degree",1474.7,87,"Gypaetus_barbatus","Bird","Raptor","No","Yes","No"
"Incilius_alvarius","Other",1487.1,87,"Incilius_alvarius","Squamata","Amphibia","No","Yes","No"
"Cairina_moschata","PhD and more",1392.1,87,"Cairina_moschata","Bird","Bird (not Raptor)","No","Yes","No"
"Pan_troglodytes","High school + Middle school",1421.5,88,"Pan_troglodytes","Mammal","Primate","Yes","No","Yes"
"Macaca_silenus","High school diploma",1426.4,88,"Macaca_silenus","Mammal","Primate","No","Yes","No"
"Pholcus_phalangioides","Kindergarten + Primary school",1462.5,88,"Pholcus_phalangioides","Spider","Spider","No","Yes","No"
"Leptailurus_serval","Master's degree",1491.1,88,"Leptailurus_serval","Mammal","Felidae","No","Yes","No"
"Sula_nebouxii","One/two/three-year technical/university degree",1457.4,88,"Sula_nebouxii","Bird","Bird (not Raptor)","No","Yes","No"
"Gypaetus_barbatus2","Other",1445.7,88,"Gypaetus_barbatus","Bird","Raptor","No","Yes","No"
"Strophurus","PhD and more",1463.2,88,"Strophurus_","Squamata","Lizard","No","Yes","No"
"Dasypus_novemcinctus","High school + Middle school",1467.6,89,"Dasypus_novemcinctus","Mammal","Xenarthra","No","No","No"
"Tockus_flavirostris","High school diploma",1411.9,89,"Tockus_flavirostris","Bird","Bird (not Raptor)","No","No","No"
"Didelphis_virginiana","Kindergarten + Primary school",1473.8,89,"Didelphis_virginiana","Mammal","Marsupial","No","No","No"
"Otocolobus_manul","Master's degree",1423.4,89,"Otocolobus_manul","Mammal","Felidae","No","Yes","No"
"Pan_paniscus2","One/two/three-year technical/university degree",1441.1,89,"Pan_panisucs","Mammal","Primate","No","Yes","No"
"Pan_troglodytes","Other",1472,89,"Pan_troglodytes","Mammal","Primate","Yes","No","Yes"
"Pteropus_conspicillatus","PhD and more",1388.4,89,"Pteropus_conspicillatus","Mammal","Chiroptera","No","No","No"
"Buteo_galapagoensis","High school + Middle school",1434.7,90,"Buteo_galapagoensis","Bird","Raptor","No","Yes","No"
"Saiga_tatarica","High school diploma",1411.3,90,"Saiga_tatarica","Mammal","Ungulate","No","No","No"
"Loxodonta_africana","Kindergarten + Primary school",1471.5,90,"Loxodonta_africana","Mammal","Ungulate","No","No","Yes"
"Varecia_rubra","Master's degree",1409.1,90,"Varecia_rubra","Mammal","Primate","No","No","No"
"Taricha_torosa","One/two/three-year technical/university degree",1409.9,90,"Taricha_torosa","Squamata","Amphibia","No","Yes","No"
"Bubo_scandiacus","Other",1426,90,"Bubo_scandiacus","Bird","Raptor","No","No","No"
"Hyles_euphorbiae","PhD and more",1445,90,"Hyles_euphorbiae","Insect","Lepidoptera","No","No","No"
"Mungos_mungo","High school + Middle school",1476.2,91,"Mungos_mungo","Mammal","Mongoose","No","Yes","No"
"Nasua_nasua","High school diploma",1434.3,91,"Nasua_nasua","Mammal","Procyonide","No","No","No"
"Leptailurus_serval","Kindergarten + Primary school",1475.9,91,"Leptailurus_serval","Mammal","Felidae","No","Yes","No"
"Aquila_chrysaetos","Master's degree",1466.7,91,"Aquila_chrysaetos","Bird","Raptor","No","No","No"
"Mungos_mungo","One/two/three-year technical/university degree",1547.2,91,"Mungos_mungo","Mammal","Mongoose","No","Yes","No"
"Arctocephalus forsteri","Other",1467.2,91,"Arctocephalus_forsteri","Mammal","Sea lion","No","Yes","No"
"Gypaetus_barbatus2","PhD and more",1436.3,91,"Gypaetus_barbatus","Bird","Raptor","No","Yes","No"
"Athene_noctua2","High school + Middle school",1458,92,"Athene_noctua","Bird","Bird (not Raptor)","No","Yes","No"
"Trichosurus_vulpecula","High school diploma",1429.2,92,"Trichosurus_vulpecula","Mammal","Marsupial","No","No","No"
"Dasypus_novemcinctus","Kindergarten + Primary school",1472.1,92,"Dasypus_novemcinctus","Mammal","Xenarthra","No","No","No"
"Agalychnis_callidryas","Master's degree",1460.1,92,"Agalychnis_callidryas","Squamata","Amphibia","No","Yes","No"
"Arctocephalus forsteri","One/two/three-year technical/university degree",1548.7,92,"Arctocephalus_forsteri","Mammal","Sea lion","No","Yes","No"
"Acryllium_vulturinum","Other",1458.1,92,"Acryllium_vulturinum","Bird","Bird (not Raptor)","No","No","No"
"Mungos_mungo","PhD and more",1447.7,92,"Mungos_mungo","Mammal","Mongoose","No","Yes","No"
"Spalax","High school + Middle school",1438,93,"Spalax","Mammal","Rodent","No","No","No"
"Macropus_rufogriseus","High school diploma",1447.4,93,"Macropus_rufogriseus","Mammal","Marsupial","No","No","No"
"Incilius_alvarius2","Kindergarten + Primary school",1468.3,93,"Incilius_alvarius","Squamata","Amphibia","No","Yes","No"
"Didelphis_virginiana","Master's degree",1416.6,93,"Didelphis_virginiana","Mammal","Marsupial","No","No","No"
"Leopardus_wiedii","One/two/three-year technical/university degree",1475.2,93,"Leopardus_wiedii","Mammal","Felidae","No","No","No"
"Myocastor_coypus","Other",1462.7,93,"Myocastor_coypus","Mammal","Rodent","No","No","No"
"Odonata2","PhD and more",1420.7,93,"Odonata","Insect","Odonata","No","Yes","No"
"Papio_hamadryas","High school + Middle school",1464.3,94,"Papio_hamadryas","Mammal","Primate","No","No","No"
"Callithrix_argentata","High school diploma",1431.8,94,"Callithrix_argentata","Mammal","Primate","No","No","No"
"Giraffa_camelopardalis_reticulata","Kindergarten + Primary school",1478.1,94,"Giraffa_camelopardalis_reticulata","Mammal","Ungulate","No","No","No"
"Pamphagidae","Master's degree",1510.5,94,"Pamphagidae","Insect","Orthoptere","No","No","No"
"Eulemur _coronatus","One/two/three-year technical/university degree",1414.9,94,"Eulemur_coronatus","Mammal","Primate","No","No","No"
"Varecia_variegata","Other",1442.7,94,"Varecia_variegata","Mammal","Primate","No","No","No"
"Hemicentetes_semispinosus","PhD and more",1389.2,94,"Hemicentetes_semispinosus","Mammal","Tenrecidae","No","No","No"
"Mandrillus_sphinx2","High school + Middle school",1496.7,95,"Mandrillus_sphinx","Mammal","Primate","No","No","Yes"
"Didelphis_virginiana","High school diploma",1478,95,"Didelphis_virginiana","Mammal","Marsupial","No","No","No"
"Taricha_torosa","Kindergarten + Primary school",1490.8,95,"Taricha_torosa","Squamata","Amphibia","No","Yes","No"
"Cairina_moschata","Master's degree",1518.3,95,"Cairina_moschata","Bird","Bird (not Raptor)","No","Yes","No"
"Cryptoprocto _ferox","One/two/three-year technical/university degree",1447.5,95,"Cryptoprocto_ferox","Mammal","Felidae","Yes","No","No"
"Eudyptes chrysolophus","Other",1495,95,"Eudyptes_chrysolophus","Bird","Bird (not Raptor)","No","Yes","No"
"Podarcis_muralis","PhD and more",1495,95,"Podarcis_muralis","Squamata","Lizard","No","Yes","No"
"Leopardus_wiedii","High school + Middle school",1521.8,96,"Leopardus_wiedii","Mammal","Felidae","No","No","No"
"Rhyticeros_cassidix","High school diploma",1500.6,96,"Rhyticeros_cassidix","Bird","Bird (not Raptor)","No","No","No"
"Helarctos_malayanus","Kindergarten + Primary school",1484.6,96,"Helarctos_malayanus","Mammal","Ursus","No","No","No"
"Gypaetus_barbatus","Master's degree",1395.4,96,"Gypaetus_barbatus","Bird","Raptor","No","Yes","No"
"Pogona_vitticeps","One/two/three-year technical/university degree",1454.9,96,"Pogona_vitticeps","Squamata","Lizard","No","Yes","No"
"Cerdocyon_thous","Other",1456.1,96,"Cerdocyon_thous","Mammal","Canidae","Yes","Yes","No"
"Odonata","PhD and more",1451.2,96,"Odonata","Insect","Odonata","No","Yes","No"
"Pan_paniscus2","High school + Middle school",1461.4,97,"Pan_panisucs","Mammal","Primate","No","Yes","No"
"Pan_troglodytes","High school diploma",1429.2,97,"Pan_troglodytes","Mammal","Primate","Yes","No","Yes"
"Nyctereutes_procyonoides","Kindergarten + Primary school",1485.5,97,"Nyctereutes_procyonoides","Mammal","Canidae","No","Yes","No"
"Saiga_tatarica","Master's degree",1492.9,97,"Saiga_tatarica","Mammal","Ungulate","No","No","No"
"Callithrix_penicillata","One/two/three-year technical/university degree",1486.5,97,"Callithrix_penicillata","Mammal","Primate","No","No","No"
"Leptoptilos_crumenifer","Other",1461.5,97,"Leptoptilos_crumenifer","Bird","Bird (not Raptor)","No","No","No"
"Procyon_lotor","PhD and more",1487.6,97,"Procyon_lotor","Mammal","Procyonide","No","Yes","No"
"Litoria_infrafrenata","High school + Middle school",1477.5,98,"Litoria_infrafrenata","Squamata","Amphibia","No","Yes","No"
"Sula_sula","High school diploma",1440,98,"Sula_sula","Bird","Bird (not Raptor)","No","Yes","No"
"Romalea_microptera","Kindergarten + Primary school",1470.7,98,"Romalea_microptera","Insect","Orthoptere","No","No","No"
"Cynictis_penicillata","Master's degree",1542.5,98,"Cynictis_penicillata","Mammal","Mongoose","No","Yes","No"
"Trichosurus_vulpecula","One/two/three-year technical/university degree",1492.2,98,"Trichosurus_vulpecula","Mammal","Marsupial","No","No","No"
"Cynictis_penicillata","Other",1512.1,98,"Cynictis_penicillata","Mammal","Mongoose","No","Yes","No"
"Numida_meleagris","PhD and more",1468.7,98,"Numida_meleagris","Bird","Bird (not Raptor)","No","No","No"
"Libellula_quadrimaculata","High school + Middle school",1408.2,99,"Libellula_quadrimaculata","Insect","Odonata","No","Yes","No"
"Hylobates_agilis","High school diploma",1497.5,99,"Hylobates_agilis","Mammal","Primate","No","No","No"
"Hemicentetes_semispinosus","Kindergarten + Primary school",1497,99,"Hemicentetes_semispinosus","Mammal","Tenrecidae","No","No","No"
"Harpia_Harpyja","Master's degree",1454.5,99,"Harpia_Harpyja","Bird","Raptor","Yes","No","No"
"Leptailurus_serval","One/two/three-year technical/university degree",1473.5,99,"Leptailurus_serval","Mammal","Felidae","No","Yes","No"
"Callithrix_argentata","Other",1491.6,99,"Callithrix_argentata","Mammal","Primate","No","No","No"
"Felis_catus","PhD and more",1387.1,99,"Felis_catus","Mammal","Felidae","No","Yes","No"
"Odonata","High school + Middle school",1512.2,100,"Odonata","Insect","Odonata","No","Yes","No"
"Bufonidae","High school diploma",1492.7,100,"Bufonidae","Squamata","Amphibia","No","Yes","No"
"Gyps_rueppelli","Kindergarten + Primary school",1467.8,100,"Gyps_rueppelli","Bird","Raptor","No","No","No"
"Hemicentetes_semispinosus","Master's degree",1550.5,100,"Hemicentetes_semispinosus","Mammal","Tenrecidae","No","No","No"
"Porphyrio_hochstetteri","One/two/three-year technical/university degree",1503,100,"Porphyrio_hochstetteri","Bird","Bird (not Raptor)","No","No","No"
"Ateles_hybridus","Other",1478.4,100,"Ateles_hybridus","Mammal","Primate","No","No","No"
"Macaca_silenus","PhD and more",1520.6,100,"Macaca_silenus","Mammal","Primate","No","Yes","No"
"Carlito_syrichta","High school + Middle school",1505.9,101,"Carlito_syrichta","Mammal","Primate","No","Yes","No"
"Mandrillus_sphinx2","High school diploma",1472.3,101,"Mandrillus_sphinx","Mammal","Primate","No","No","Yes"
"Lycaon_pictus2","Kindergarten + Primary school",1492.7,101,"Lycaon_pictus","Mammal","Canidae","Yes","Yes","Yes"
"Leopardus_wiedii","Master's degree",1467.5,101,"Leopardus_wiedii","Mammal","Felidae","No","No","No"
"Stephanoaetus_coronatus","One/two/three-year technical/university degree",1514.1,101,"Stephanoaetus_coronatus","Bird","Raptor","Yes","No","No"
"Choloepus_didactylus","Other",1467.4,101,"Choloepus_didactylus","Mammal","Xenarthra","No","No","No"
"Gulo_gulo","PhD and more",1512.7,101,"Gulo_gulo","Mammal","Mustelidae","No","Yes","No"
"Leptailurus_serval","High school + Middle school",1458.8,102,"Leptailurus_serval","Mammal","Felidae","No","Yes","No"
"Macaca_fuscata","High school diploma",1508.8,102,"Macaca_fuscata","Mammal","Primate","No","Yes","No"
"Stephanoaetus_coronatus","Kindergarten + Primary school",1494.1,102,"Stephanoaetus_coronatus","Bird","Raptor","Yes","No","No"
"Pogona_vitticeps","Master's degree",1466.8,102,"Pogona_vitticeps","Squamata","Lizard","No","Yes","No"
"Nestor_meridionalis","One/two/three-year technical/university degree",1436.5,102,"Nestor_meridionalis","Bird","Bird (not Raptor)","No","No","No"
"Pithecia pithecia","Other",1452,102,"Pithecia_pithecia","Mammal","Primate","No","No","No"
"Arctocephalus_forsteri2","PhD and more",1440.6,102,"Arctocephalus_forsteri","Mammal","Sea lion","No","Yes","No"
"Chroicocephalus_scopulinus","High school + Middle school",1475.6,103,"Chroicocephalus_scopulinus","Bird","Bird (not Raptor)","No","Yes","No"
"Gypaetus_barbatus","High school diploma",1487.3,103,"Gypaetus_barbatus","Bird","Raptor","No","Yes","No"
"Canis_lupus_familiaris2","Kindergarten + Primary school",1491.2,103,"Canis_lupus_familiaris","Mammal","Canidae","No","Yes","Yes"
"Artibeus_planirostris","Master's degree",1495.4,103,"Artibeus_planirostris","Mammal","Chiroptera","No","No","No"
"Corvus","One/two/three-year technical/university degree",1477.1,103,"Corvus","Bird","Bird (not Raptor)","No","No","No"
"Aepyceros_melampus","Other",1505.7,103,"Aepyceros_melampus","Mammal","Ungulate","No","No","No"
"Stephanoaetus_coronatus","PhD and more",1502.4,103,"Stephanoaetus_coronatus","Bird","Raptor","Yes","No","No"
"Pan_paniscus","High school + Middle school",1504,104,"Pan_panisucs","Mammal","Primate","No","Yes","No"
"Numida_meleagris","High school diploma",1481,104,"Numida_meleagris","Bird","Bird (not Raptor)","No","No","No"
