"","Name","Academic","EloScore","EloRank","Species","Group","Subgroup","PredatorPrimates","Predator","Dangerous","Interet"
"1164","Lynx_rufus","High school diploma",1620.3,167,"Lynx_rufus","Mammal","Felidae","No","Yes","No","Felidae"
"1165","Crocuta_crocuta","Kindergarten + Primary school",1571,167,"Crocuta_crocuta","Mammal","Hyenidae","Yes","No","Yes","Hyenidae"
"1166","Mandrillus_sphinx","Master's degree",1603.4,167,"Mandrillus_sphinx","Mammal","Primate","No","No","Yes","Primate"
"1167","Lynx_rufus","One/two/three-year technical/university degree",1599.5,167,"Lynx_rufus","Mammal","Felidae","No","Yes","No","Felidae"
"1168","Canis_lupus_familiaris","Other",1627.4,167,"Canis_lupus_familiaris","Mammal","Canidae","No","Yes","Yes","Canidae"
"1169","Hyaena_hyaena","PhD and more",1731.6,167,"Hyaena_hyaena","Mammal","Hyenidae","Yes","No","Yes","Hyenidae"
"1170","Intellagama_lesueurii","High school + Middle school",1615.1,168,"Intellagama_lesueurii","Squamata","Lizard","No","Yes","No","Others"
"1171","Crotalus_atrox","High school diploma",1683,168,"Crotalus_atrox","Squamata","Snake","No","Yes","Yes","Snake"
"1172","Panthera_pardus_3","Kindergarten + Primary school",1575.5,168,"Panthera_pardus","Mammal","Felidae","Yes","No","Yes","Felidae"
"1173","Panthera_pardus_3","Master's degree",1717.1,168,"Panthera_pardus","Mammal","Felidae","Yes","No","Yes","Felidae"
"1174","Lycaon_pictus","One/two/three-year technical/university degree",1639.5,168,"Lycaon_pictus","Mammal","Canidae","Yes","Yes","Yes","Canidae"
"1175","Lynx_rufus","Other",1609,168,"Lynx_rufus","Mammal","Felidae","No","Yes","No","Felidae"
"1176","Ursus_thibetanus","PhD and more",1677.6,168,"Ursus_thibetanus","Mammal","Ursus","No","Yes","Yes","Ursus"
"1177","Panthera_pardus2","High school + Middle school",1632.1,169,"Panthera_pardus","Mammal","Felidae","Yes","No","Yes","Felidae"
"1178","Puma_concolor","High school diploma",1684.6,169,"Puma_concolor","Mammal","Felidae","Yes","No","Yes","Felidae"
"1179","Alligator_mississippiensis","Kindergarten + Primary school",1576.9,169,"Alligator_mississippiensis","Squamata","Crocodile","Yes","Yes","Yes","Crocodile"
"1180","Conolophus_pallidus","Master's degree",1667.7,169,"Conolophus_pallidus","Squamata","Lizard","No","No","No","Others"
"1181","Conolophus_pallidus","One/two/three-year technical/university degree",1665.5,169,"Conolophus_pallidus","Squamata","Lizard","No","No","No","Others"
"1182","Morelia_spilota","Other",1628.4,169,"Morelia_spilota","Squamata","Snake","No","Yes","No","Snake"
"1183","Python_bivittatus","PhD and more",1673.7,169,"Python_bivittatus","Squamata","Snake","Yes","Yes","Yes","Snake"
"1184","Panthera_pardus_3","High school + Middle school",1615.9,170,"Panthera_pardus","Mammal","Felidae","Yes","No","Yes","Felidae"
"1185","Hippopotamus_amphibius","High school diploma",1637.3,170,"Hippopotamus_amphibius","Mammal","Ungulate","No","No","Yes","Others"
"1186","Porphyrio_hochstetteri","Kindergarten + Primary school",1564.9,170,"Porphyrio_hochstetteri","Bird","Bird (not Raptor)","No","No","No","Others"
"1187","Desmodus_rotondus","Master's degree",1633.4,170,"Desmodus_rotundus","Mammal","Chiroptera","No","Yes","No","Others"
"1188","Bison_bonasus2","One/two/three-year technical/university degree",1699.2,170,"Bison_bonasus","Mammal","Ungulate","No","No","No","Others"
"1189","Vespula_germanica","Other",1653.2,170,"Vespula_germanica","Insect","Hymenoptera","No","Yes","Yes","Others"
"1190","Mygale","PhD and more",1641.3,170,"Mygale","Spider","Spider","No","Yes","No","Spider"
"1191","Hypsignathus_monstrosus","High school + Middle school",1638.6,171,"Hypsignathus_monstrosu","Mammal","Chiroptera","No","No","No","Others"
"1192","Gorilla_gorilla_gorilla","High school diploma",1639.9,171,"Gorilla_Gorilla_Gorilla","Mammal","Primate","No","No","Yes","Primate"
"1193","Ateles_paniscus","Kindergarten + Primary school",1564.6,171,"Ateles_paniscus","Mammal","Primate","No","No","No","Primate"
"1194","Gorilla_gorilla_gorilla","Master's degree",1666,171,"Gorilla_Gorilla_Gorilla","Mammal","Primate","No","No","Yes","Primate"
"1195","Hypsignathus_monstrosus","One/two/three-year technical/university degree",1659.3,171,"Hypsignathus_monstrosu","Mammal","Chiroptera","No","No","No","Others"
"1196","Panthera_leo2","Other",1644.1,171,"Panthera_leo","Mammal","Felidae","Yes","No","Yes","Felidae"
"1197","Lynx_rufus2","PhD and more",1628.7,171,"Lynx_rufus","Mammal","Felidae","No","Yes","No","Felidae"
"1198","Acinonyx_jubatus2","High school + Middle school",1652.8,172,"Acinonyx_jubatus","Mammal","Felidae","Yes","Yes","Yes","Felidae"
"1199","Panthera_pardus2","High school diploma",1655.2,172,"Panthera_pardus","Mammal","Felidae","Yes","No","Yes","Felidae"
"1200","Panthera_onca3","Kindergarten + Primary school",1586.9,172,"Panthera_onca","Mammal","Felidae","Yes","No","Yes","Felidae"
"1201","Ursus_maritimus","Master's degree",1651.4,172,"Ursus_maritimus","Mammal","Ursus","Yes","No","Yes","Ursus"
"1202","Panthera_tigris2","One/two/three-year technical/university degree",1669.3,172,"Panthera_tigris","Mammal","Felidae","Yes","No","Yes","Felidae"
"1203","Hyaena_hyaena","Other",1658.4,172,"Hyaena_hyaena","Mammal","Hyenidae","Yes","No","Yes","Hyenidae"
"1204","Gorilla_Gorilla_Beringei","PhD and more",1682,172,"Gorilla_Gorilla_Beringei","Mammal","Primate","No","No","Yes","Primate"
"1205","Iguana_iguana","High school + Middle school",1597,173,"Iguana_iguana","Squamata","Lizard","No","No","No","Others"
"1206","Panthera_leo3","High school diploma",1606.5,173,"Panthera_leo","Mammal","Felidae","Yes","No","Yes","Felidae"
"1207","Laticauda_laticaudata","Kindergarten + Primary school",1582.8,173,"Laticauda_laticaudata","Squamata","Snake","No","Yes","No","Snake"
"1208","Panthera_tigris2","Master's degree",1675.5,173,"Panthera_tigris","Mammal","Felidae","Yes","No","Yes","Felidae"
"1209","Ursus_maritimus","One/two/three-year technical/university degree",1639.5,173,"Ursus_maritimus","Mammal","Ursus","Yes","No","Yes","Ursus"
"1210","Ursus_arctos_horribilis","Other",1596.4,173,"Ursus_arctos_horribilis","Mammal","Ursus","Yes","No","Yes","Ursus"
"1211","Evarcha_arcuata","PhD and more",1711.2,173,"Evarcha_arcuata","Spider","Spider","No","Yes","No","Spider"
"1212","Desmodus_rotondus","High school + Middle school",1623.1,174,"Desmodus_rotundus","Mammal","Chiroptera","No","Yes","No","Others"
"1213","Ursus_arctos_horribilis","High school diploma",1742.3,174,"Ursus_arctos_horribilis","Mammal","Ursus","Yes","No","Yes","Ursus"
"1214","Pan_troglodytes","Kindergarten + Primary school",1566.9,174,"Pan_troglodytes","Mammal","Primate","Yes","No","Yes","Primate"
"1215","Papio_hamadryas","Master's degree",1659.9,174,"Papio_hamadryas","Mammal","Primate","No","No","No","Primate"
"1216","Struthio_camelus","One/two/three-year technical/university degree",1686.7,174,"Struthio_camelus","Bird","Bird (not Raptor)","No","No","No","Others"
"1217","Ursus_maritimus","Other",1629.1,174,"Ursus_maritimus","Mammal","Ursus","Yes","No","Yes","Ursus"
"1218","Panthera_pardus_3","PhD and more",1718.7,174,"Panthera_pardus","Mammal","Felidae","Yes","No","Yes","Felidae"
"1219","Stephanoaetus_coronatus","High school + Middle school",1615.9,175,"Stephanoaetus_coronatus","Bird","Raptor","Yes","No","No","Raptor"
"1220","Centurio_senex","High school diploma",1639.2,175,"Centurio_senex","Mammal","Chiroptera","No","No","No","Others"
"1221","Odonata","Kindergarten + Primary school",1579.5,175,"Odonata","Insect","Odonata","No","Yes","No","Others"
"1222","Hippopotamus_amphibius","Master's degree",1666.6,175,"Hippopotamus_amphibius","Mammal","Ungulate","No","No","Yes","Others"
"1223","Ursus_arctos_horribilis","One/two/three-year technical/university degree",1684.5,175,"Ursus_arctos_horribilis","Mammal","Ursus","Yes","No","Yes","Ursus"
"1224","Puma_concolor","Other",1642.7,175,"Puma_concolor","Mammal","Felidae","Yes","No","Yes","Felidae"
"1225","Neofelis_nebulosa","PhD and more",1712.6,175,"Neofelis_nebulosa","Mammal","Felidae","Yes","No","Yes","Felidae"
"1226","Ateles_hybridus","High school + Middle school",1651.6,176,"Ateles_hybridus","Mammal","Primate","No","No","No","Primate"
"1227","Struthio_camelus","High school diploma",1662.6,176,"Struthio_camelus","Bird","Bird (not Raptor)","No","No","No","Others"
"1228","Laticauda_saintgironsi","Kindergarten + Primary school",1582.6,176,"Laticauda_saintgironsi","Squamata","Snake","No","Yes","No","Snake"
"1229","Acinonyx_jubatus2","Master's degree",1638.6,176,"Acinonyx_jubatus","Mammal","Felidae","Yes","Yes","Yes","Felidae"
"1230","Acinonyx_jubatus","One/two/three-year technical/university degree",1646,176,"Acinonyx_jubatus","Mammal","Felidae","Yes","Yes","Yes","Felidae"
"1231","Boa_constrictor","Other",1664.7,176,"Boa_constrictor","Squamata","Snake","Yes","Yes","No","Snake"
"1232","Mandrillus_sphinx","PhD and more",1697.4,176,"Mandrillus_sphinx","Mammal","Primate","No","No","Yes","Primate"
"1233","Notechis_scutatus","High school + Middle school",1610.5,177,"Notechis_scutatus","Squamata","Snake","No","Yes","Yes","Snake"
"1234","Vipera_ammodytes","High school diploma",1674.3,177,"Vipera_ammodytes","Squamata","Snake","No","Yes","Yes","Snake"
"1235","Ateles_hybridus","Kindergarten + Primary school",1591.7,177,"Ateles_hybridus","Mammal","Primate","No","No","No","Primate"
"1236","Thomisus_onustus","Master's degree",1739.2,177,"Thomisus_onustus","Spider","Spider","No","Yes","No","Spider"
"1237","Centurio_senex","One/two/three-year technical/university degree",1605.7,177,"Centurio_senex","Mammal","Chiroptera","No","No","No","Others"
"1238","Panthera_pardus","Other",1654.5,177,"Panthera_pardus","Mammal","Felidae","Yes","No","Yes","Felidae"
"1239","Lycaon_pictus","PhD and more",1677,177,"Lycaon_pictus","Mammal","Canidae","Yes","Yes","Yes","Canidae"
"1240","Panthera_leo","High school + Middle school",1659,178,"Panthera_leo","Mammal","Felidae","Yes","No","Yes","Felidae"
"1241","Thomisus_onustus","High school diploma",1664.7,178,"Thomisus_onustus","Spider","Spider","No","Yes","No","Spider"
"1242","Myocastor_coypus","Kindergarten + Primary school",1572.9,178,"Myocastor_coypus","Mammal","Rodent","No","No","No","Others"
"1243","Neofelis_nebulosa","Master's degree",1694.2,178,"Neofelis_nebulosa","Mammal","Felidae","Yes","No","Yes","Felidae"
"1244","Acinonyx_jubatus2","One/two/three-year technical/university degree",1610,178,"Acinonyx_jubatus","Mammal","Felidae","Yes","Yes","Yes","Felidae"
"1245","Helarctos_malayanus","Other",1647.2,178,"Helarctos_malayanus","Mammal","Ursus","No","No","No","Ursus"
"1246","Puma_concolor","PhD and more",1745.5,178,"Puma_concolor","Mammal","Felidae","Yes","No","Yes","Felidae"
"1247","Helarctos_malayanus","High school + Middle school",1687.4,179,"Helarctos_malayanus","Mammal","Ursus","No","No","No","Ursus"
"1248","Panthera_uncia","High school diploma",1664.2,179,"Panthera_uncia","Mammal","Felidae","Yes","No","Yes","Felidae"
"1249","Iguana_iguana2","Kindergarten + Primary school",1594.2,179,"Iguana_iguana","Squamata","Lizard","No","No","No","Others"
"1250","Crocuta_crocuta","Master's degree",1669.5,179,"Crocuta_crocuta","Mammal","Hyenidae","Yes","No","Yes","Hyenidae"
"1251","Theropithecus_gelada","One/two/three-year technical/university degree",1642.5,179,"Theropithecus_gelada","Mammal","Primate","No","No","No","Primate"
"1252","Vipera_aspis","Other",1677.4,179,"Vipera_aspis","Squamata","Snake","No","Yes","Yes","Snake"
"1253","Helarctos_malayanus","PhD and more",1699.2,179,"Helarctos_malayanus","Mammal","Ursus","No","No","No","Ursus"
"1254","Boa_constrictor","High school + Middle school",1659.4,180,"Boa_constrictor","Squamata","Snake","Yes","Yes","No","Snake"
"1255","Leptoptilos_crumenifer","High school diploma",1634.7,180,"Leptoptilos_crumenifer","Bird","Bird (not Raptor)","No","No","No","Others"
"1256","Panthera_leo2","Kindergarten + Primary school",1571.8,180,"Panthera_leo","Mammal","Felidae","Yes","No","Yes","Felidae"
"1257","Lycaon_pictus2","Master's degree",1665.3,180,"Lycaon_pictus","Mammal","Canidae","Yes","Yes","Yes","Canidae"
"1258","Heterocephalus_glaber","One/two/three-year technical/university degree",1724,180,"Heterocephalus_glaber","Mammal","Rodent","No","No","No","Others"
"1259","Papio_hamadryas","Other",1665.9,180,"Papio_hamadryas","Mammal","Primate","No","No","No","Primate"
"1260","Acinonyx_jubatus","PhD and more",1667.4,180,"Acinonyx_jubatus","Mammal","Felidae","Yes","Yes","Yes","Felidae"
"1261","Iguana_iguana2","High school + Middle school",1653.8,181,"Iguana_iguana","Squamata","Lizard","No","No","No","Others"
"1262","Mungos_mungo","High school diploma",1700.7,181,"Mungos_mungo","Mammal","Mongoose","No","Yes","No","Others"
"1263","Gorilla_gorilla_gorilla","Kindergarten + Primary school",1585.6,181,"Gorilla_Gorilla_Gorilla","Mammal","Primate","No","No","Yes","Primate"
"1264","Evarcha_arcuata","Master's degree",1817,181,"Evarcha_arcuata","Spider","Spider","No","Yes","No","Spider"
"1265","Thomisus_onustus","One/two/three-year technical/university degree",1779,181,"Thomisus_onustus","Spider","Spider","No","Yes","No","Spider"
"1266","Desmodus_rotondus","Other",1628.8,181,"Desmodus_rotundus","Mammal","Chiroptera","No","Yes","No","Others"
"1267","Panthera_pardus2","PhD and more",1730.8,181,"Panthera_pardus","Mammal","Felidae","Yes","No","Yes","Felidae"
"1268","Lynx_rufus2","High school + Middle school",1665.9,182,"Lynx_rufus","Mammal","Felidae","No","Yes","No","Felidae"
"1269","Panthera_pardus","High school diploma",1713,182,"Panthera_pardus","Mammal","Felidae","Yes","No","Yes","Felidae"
"1270","Pan_paniscus4","Kindergarten + Primary school",1595.7,182,"Pan_panisucs","Mammal","Primate","No","Yes","No","Primate"
"1271","Lynx_rufus","Master's degree",1691.5,182,"Lynx_rufus","Mammal","Felidae","No","Yes","No","Felidae"
"1272","Ursus_thibetanus","One/two/three-year technical/university degree",1678.6,182,"Ursus_thibetanus","Mammal","Ursus","No","Yes","Yes","Ursus"
"1273","Zoropsis_spinimana","Other",1677.3,182,"Zoropsis_spinimana","Spider","Spider","No","Yes","No","Spider"
"1274","Dendroaspis_angusticeps","PhD and more",1747.2,182,"Dendroaspis_angusticeps","Squamata","Snake","No","Yes","Yes","Snake"
"1275","Panthera_onca3","High school + Middle school",1651.4,183,"Panthera_onca","Mammal","Felidae","Yes","No","Yes","Felidae"
"1276","Hyaena_hyaena","High school diploma",1698.2,183,"Hyaena_hyaena","Mammal","Hyenidae","Yes","No","Yes","Hyenidae"
"1277","Amblyrhynchus_cristatus","Kindergarten + Primary school",1601.4,183,"Amblyrhynchus_cristatus","Squamata","Lizard","No","No","No","Others"
"1278","Zamenis_longissimus","Master's degree",1705.4,183,"Zamenis_longissimus","Squamata","Snake","No","Yes","No","Snake"
"1279","Panthera_leo2","One/two/three-year technical/university degree",1727.9,183,"Panthera_leo","Mammal","Felidae","Yes","No","Yes","Felidae"
"1280","Neofelis_nebulosa","Other",1664.9,183,"Neofelis_nebulosa","Mammal","Felidae","Yes","No","Yes","Felidae"
"1281","Acinonyx_jubatus2","PhD and more",1740.7,183,"Acinonyx_jubatus","Mammal","Felidae","Yes","Yes","Yes","Felidae"
"1282","Malpolon_monspessulanus","High school + Middle school",1720.1,184,"Malpolon_monspessulanus","Squamata","Snake","No","Yes","No","Snake"
"1283","Conolophus_pallidus","High school diploma",1737.9,184,"Conolophus_pallidus","Squamata","Lizard","No","No","No","Others"
"1284","Pamphagidae","Kindergarten + Primary school",1599.7,184,"Pamphagidae","Insect","Orthoptere","No","No","No","Others"
"1285","Puma_concolor","Master's degree",1722.3,184,"Puma_concolor","Mammal","Felidae","Yes","No","Yes","Felidae"
"1286","Puma_concolor","One/two/three-year technical/university degree",1709.4,184,"Puma_concolor","Mammal","Felidae","Yes","No","Yes","Felidae"
"1287","Sus_scrofa","Other",1674,184,"Sus_scrofa","Mammal","Ungulate","No","No","Yes","Others"
"1288","Zamenis_longissimus","PhD and more",1737.5,184,"Zamenis_longissimus","Squamata","Snake","No","Yes","No","Snake"
"1289","Ursus_arctos_horribilis","High school + Middle school",1690.8,185,"Ursus_arctos_horribilis","Mammal","Ursus","Yes","No","Yes","Ursus"
"1290","Panthera_onca_2","High school diploma",1637.4,185,"Panthera_onca","Mammal","Felidae","Yes","No","Yes","Felidae"
"1291","Zoropsis_spinimana","Kindergarten + Primary school",1605.8,185,"Zoropsis_spinimana","Spider","Spider","No","Yes","No","Spider"
"1292","Dendroaspis_angusticeps","Master's degree",1757.8,185,"Dendroaspis_angusticeps","Squamata","Snake","No","Yes","Yes","Snake"
"1293","Panthera_onca_2","One/two/three-year technical/university degree",1711,185,"Panthera_onca","Mammal","Felidae","Yes","No","Yes","Felidae"
"1294","Lynx_rufus2","Other",1672.1,185,"Lynx_rufus","Mammal","Felidae","No","Yes","No","Felidae"
"1295","Sus_scrofa","PhD and more",1682.1,185,"Sus_scrofa","Mammal","Ungulate","No","No","Yes","Others"
"1296","Python_bivittatus","High school + Middle school",1705.7,186,"Python_bivittatus","Squamata","Snake","Yes","Yes","Yes","Snake"
"1297","Crocuta_crocuta","High school diploma",1698.7,186,"Crocuta_crocuta","Mammal","Hyenidae","Yes","No","Yes","Hyenidae"
"1298","Ursus_arctos_horribilis","Kindergarten + Primary school",1627.5,186,"Ursus_arctos_horribilis","Mammal","Ursus","Yes","No","Yes","Ursus"
"1299","Amblyrhynchus_cristatus","Master's degree",1677.4,186,"Amblyrhynchus_cristatus","Squamata","Lizard","No","No","No","Others"
"1300","Hippopotamus_amphibius","One/two/three-year technical/university degree",1750.9,186,"Hippopotamus_amphibius","Mammal","Ungulate","No","No","Yes","Others"
"1301","Crotalus_atrox","Other",1663.3,186,"Crotalus_atrox","Squamata","Snake","No","Yes","Yes","Snake"
"1302","Hippopotamus_amphibius","PhD and more",1806.7,186,"Hippopotamus_amphibius","Mammal","Ungulate","No","No","Yes","Others"
"1303","Panthera_uncia","High school + Middle school",1646.1,187,"Panthera_uncia","Mammal","Felidae","Yes","No","Yes","Felidae"
"1304","Dendroaspis_angusticeps","High school diploma",1728.2,187,"Dendroaspis_angusticeps","Squamata","Snake","No","Yes","Yes","Snake"
"1305","Pithecia pithecia","Kindergarten + Primary school",1595.3,187,"Pithecia_pithecia","Mammal","Primate","No","No","No","Primate"
"1306","Panthera_leo","Master's degree",1680.9,187,"Panthera_leo","Mammal","Felidae","Yes","No","Yes","Felidae"
"1307","Lycaon_pictus2","One/two/three-year technical/university degree",1687.1,187,"Lycaon_pictus","Mammal","Canidae","Yes","Yes","Yes","Canidae"
"1308","Pholcus_phalangioides","Other",1688.1,187,"Pholcus_phalangioides","Spider","Spider","No","Yes","No","Spider"
"1309","Lycaon_pictus2","PhD and more",1752.6,187,"Lycaon_pictus","Mammal","Canidae","Yes","Yes","Yes","Canidae"
"1310","Conolophus_pallidus","High school + Middle school",1673.7,188,"Conolophus_pallidus","Squamata","Lizard","No","No","No","Others"
"1311","Python_regius","High school diploma",1717.2,188,"Python_regius","Squamata","Snake","No","Yes","No","Snake"
"1312","Odonata2","Kindergarten + Primary school",1615.4,188,"Odonata","Insect","Odonata","No","Yes","No","Others"
"1313","Panthera_onca_2","Master's degree",1713.8,188,"Panthera_onca","Mammal","Felidae","Yes","No","Yes","Felidae"
"1314","Malpolon_monspessulanus","One/two/three-year technical/university degree",1768.8,188,"Malpolon_monspessulanus","Squamata","Snake","No","Yes","No","Snake"
"1315","Panthera_pardus2","Other",1689,188,"Panthera_pardus","Mammal","Felidae","Yes","No","Yes","Felidae"
"1316","Crotalus_atrox","PhD and more",1740.2,188,"Crotalus_atrox","Squamata","Snake","No","Yes","Yes","Snake"
"1317","Panthera_onca","High school + Middle school",1679.5,189,"Panthera_onca","Mammal","Felidae","Yes","No","Yes","Felidae"
"1318","Lycaon_pictus","High school diploma",1742.4,189,"Lycaon_pictus","Mammal","Canidae","Yes","Yes","Yes","Canidae"
"1319","Libellula_quadrimaculata","Kindergarten + Primary school",1608.4,189,"Libellula_quadrimaculata","Insect","Odonata","No","Yes","No","Others"
"1320","Panthera_pardus","Master's degree",1729.5,189,"Panthera_pardus","Mammal","Felidae","Yes","No","Yes","Felidae"
"1321","Boa_constrictor","One/two/three-year technical/university degree",1747.8,189,"Boa_constrictor","Squamata","Snake","Yes","Yes","No","Snake"
"1322","Calliphora_vomitoria","Other",1660.9,189,"Calliphora_vomitoria","Insect","Diptera","No","No","No","Others"
"1323","Zoropsis_spinimana","PhD and more",1791.6,189,"Zoropsis_spinimana","Spider","Spider","No","Yes","No","Spider"
"1324","Necrosyrtes_monachus","High school + Middle school",1670.2,190,"Necrosyrtes_monachus","Bird","Raptor","No","No","No","Raptor"
"1325","Morelia_spilota","High school diploma",1694.1,190,"Morelia_spilota","Squamata","Snake","No","Yes","No","Snake"
"1326","Acinonyx_jubatus2","Kindergarten + Primary school",1610,190,"Acinonyx_jubatus","Mammal","Felidae","Yes","Yes","Yes","Felidae"
"1327","Ursus_arctos_horribilis","Master's degree",1726.5,190,"Ursus_arctos_horribilis","Mammal","Ursus","Yes","No","Yes","Ursus"
"1328","Mygale","One/two/three-year technical/university degree",1720.7,190,"Mygale","Spider","Spider","No","Yes","No","Spider"
"1329","Evarcha_arcuata","Other",1705.7,190,"Evarcha_arcuata","Spider","Spider","No","Yes","No","Spider"
"1330","Panthera_uncia","PhD and more",1695.6,190,"Panthera_uncia","Mammal","Felidae","Yes","No","Yes","Felidae"
"1331","Gorilla_Gorilla_Beringei","High school + Middle school",1666.7,191,"Gorilla_Gorilla_Beringei","Mammal","Primate","No","No","Yes","Primate"
"1332","Panthera_tigris2","High school diploma",1730,191,"Panthera_tigris","Mammal","Felidae","Yes","No","Yes","Felidae"
"1333","Pithecia pithecia2","Kindergarten + Primary school",1622,191,"Pithecia_pithecia","Mammal","Primate","No","No","No","Primate"
"1334","Panthera_leo3","Master's degree",1748.1,191,"Panthera_leo","Mammal","Felidae","Yes","No","Yes","Felidae"
"1335","Panthera_onca3","One/two/three-year technical/university degree",1749.8,191,"Panthera_onca","Mammal","Felidae","Yes","No","Yes","Felidae"
"1336","Acinonyx_jubatus2","Other",1705.4,191,"Acinonyx_jubatus","Mammal","Felidae","Yes","Yes","Yes","Felidae"
"1337","Calloselasma rhodostoma","PhD and more",1725.1,191,"Calloselasma_rhodostoma","Squamata","Snake","No","Yes","Yes","Snake"
"1338","Vespula_germanica","High school + Middle school",1640,192,"Vespula_germanica","Insect","Hymenoptera","No","Yes","Yes","Others"
"1339","Mygale","High school diploma",1779.1,192,"Mygale","Spider","Spider","No","Yes","No","Spider"
"1340","Sus_scrofa","Kindergarten + Primary school",1627.7,192,"Sus_scrofa","Mammal","Ungulate","No","No","Yes","Others"
"1341","Malpolon_monspessulanus","Master's degree",1756.4,192,"Malpolon_monspessulanus","Squamata","Snake","No","Yes","No","Snake"
"1342","Evarcha_arcuata","One/two/three-year technical/university degree",1766.2,192,"Evarcha_arcuata","Spider","Spider","No","Yes","No","Spider"
"1343","Calloselasma rhodostoma","Other",1688.4,192,"Calloselasma_rhodostoma","Squamata","Snake","No","Yes","Yes","Snake"
"1344","Panthera_onca_2","PhD and more",1774.5,192,"Panthera_onca","Mammal","Felidae","Yes","No","Yes","Felidae"
"1345","Laticauda_laticaudata","High school + Middle school",1726.2,193,"Laticauda_laticaudata","Squamata","Snake","No","Yes","No","Snake"
"1346","Romalea_microptera","High school diploma",1715.2,193,"Romalea_microptera","Insect","Orthoptere","No","No","No","Others"
"1347","Gymnogyps_californianus","Kindergarten + Primary school",1623.7,193,"Gymnogyps_californianus","Bird","Raptor","No","No","No","Raptor"
"1348","Panthera_onca","Master's degree",1714.2,193,"Panthera_onca","Mammal","Felidae","Yes","No","Yes","Felidae"
"1349","Amblyrhynchus_cristatus","One/two/three-year technical/university degree",1752.1,193,"Amblyrhynchus_cristatus","Squamata","Lizard","No","No","No","Others"
"1350","Artibeus_planirostris","Other",1643.9,193,"Artibeus_planirostris","Mammal","Chiroptera","No","No","No","Others"
"1351","Buprestidae","PhD and more",1740.5,193,"Buprestidae","Insect","Coleoptera","No","No","No","Others"
"1352","Hyles_euphorbiae","High school + Middle school",1694.9,194,"Hyles_euphorbiae","Insect","Lepidoptera","No","No","No","Others"
"1353","Laticauda_laticaudata","High school diploma",1773.4,194,"Laticauda_laticaudata","Squamata","Snake","No","Yes","No","Snake"
"1354","Thomisus_onustus","Kindergarten + Primary school",1629.7,194,"Thomisus_onustus","Spider","Spider","No","Yes","No","Spider"
"1355","Bison_bonasus","Master's degree",1711.4,194,"Bison_bonasus","Mammal","Ungulate","No","No","No","Others"
"1356","Python_regius","One/two/three-year technical/university degree",1730.2,194,"Python_regius","Squamata","Snake","No","Yes","No","Snake"
"1357","Zamenis_longissimus","Other",1731.1,194,"Zamenis_longissimus","Squamata","Snake","No","Yes","No","Snake"
"1358","Boa_constrictor","PhD and more",1806.3,194,"Boa_constrictor","Squamata","Snake","Yes","Yes","No","Snake"
"1359","Zamenis_longissimus","High school + Middle school",1663.7,195,"Zamenis_longissimus","Squamata","Snake","No","Yes","No","Snake"
"1360","Hypsignathus_monstrosus","High school diploma",1761.2,195,"Hypsignathus_monstrosu","Mammal","Chiroptera","No","No","No","Others"
"1361","Tockus_flavirostris","Kindergarten + Primary school",1626.3,195,"Tockus_flavirostris","Bird","Bird (not Raptor)","No","No","No","Others"
"1362","Centurio_senex","Master's degree",1747.1,195,"Centurio_senex","Mammal","Chiroptera","No","No","No","Others"
"1363","Panthera_pardus","One/two/three-year technical/university degree",1703.7,195,"Panthera_pardus","Mammal","Felidae","Yes","No","Yes","Felidae"
"1364","Lycaon_pictus","Other",1724.1,195,"Lycaon_pictus","Mammal","Canidae","Yes","Yes","Yes","Canidae"
"1365","Centurio_senex","PhD and more",1732.1,195,"Centurio_senex","Mammal","Chiroptera","No","No","No","Others"
"1366","Crotalus2","High school + Middle school",1694.1,196,"Crotalus_atrox","Squamata","Snake","No","Yes","Yes","Snake"
"1367","Calloselasma rhodostoma","High school diploma",1731.9,196,"Calloselasma_rhodostoma","Squamata","Snake","No","Yes","Yes","Snake"
"1368","Ursus_thibetanus","Kindergarten + Primary school",1629.8,196,"Ursus_thibetanus","Mammal","Ursus","No","Yes","Yes","Ursus"
"1369","Morelia_spilota","Master's degree",1704.1,196,"Morelia_spilota","Squamata","Snake","No","Yes","No","Snake"
"1370","Hyaena_hyaena","One/two/three-year technical/university degree",1751.2,196,"Hyaena_hyaena","Mammal","Hyenidae","Yes","No","Yes","Hyenidae"
"1371","Macronectes_halli","Other",1720.6,196,"Macronectes_halli","Bird","Bird (not Raptor)","No","No","No","Others"
"1372","Phacochoerus_africanus","PhD and more",1817.1,196,"Phacochoerus_africanus","Mammal","Ungulate","No","No","No","Others"
"1373","Panthera_tigris2","High school + Middle school",1684.3,197,"Panthera_tigris","Mammal","Felidae","Yes","No","Yes","Felidae"
"1374","Evarcha_arcuata","High school diploma",1759.3,197,"Evarcha_arcuata","Spider","Spider","No","Yes","No","Spider"
"1375","Phacochoerus_africanus","Kindergarten + Primary school",1634.4,197,"Phacochoerus_africanus","Mammal","Ungulate","No","No","No","Others"
"1376","Mygale","Master's degree",1830.4,197,"Mygale","Spider","Spider","No","Yes","No","Spider"
"1377","Zamenis_longissimus","One/two/three-year technical/university degree",1838,197,"Zamenis_longissimus","Squamata","Snake","No","Yes","No","Snake"
"1378","Heterocephalus_glaber","Other",1715.9,197,"Heterocephalus_glaber","Mammal","Rodent","No","No","No","Others"
